"Date","70_AGG_IrrigDemand","70_AGG_IrrigSupply","70_AGG_IrrigShortage","70_AGG_IrrigSupDirectFlow","70_AGG_MunDemand","70_AGG_MunSupply","70_AGG_MunShortage","70_ADC049_IrrigDemand","70_ADC049_IrrigDemand_1","70_ADC050_IrrigDemand","70_ADC050_IrrigDemand_1","70_ADC049_IrrigSupply","70_ADC049_IrrigSupply_1","70_ADC050_IrrigSupply","70_ADC050_IrrigSupply_1","70_ADC049_IrrigShortage","70_ADC049_IrrigShortage_1","70_ADC050_IrrigShortage","70_ADC050_IrrigShortage_1","70_ADC049_IrrigSupDirectFlow","70_ADC049_IrrigSupDirectFlow_1","70_ADC050_IrrigSupDirectFlow","70_ADC050_IrrigSupDirectFlow_1","7000583_D_IrrigDemand","7000583_D_IrrigDemand_1","7000583_D_IrrigSupply","7000583_D_IrrigSupply_1","7000583_D_IrrigShortage","7000583_D_IrrigShortage_1","7000583_D_IrrigSupDirectFlow","7000583_D_IrrigSupDirectFlow_1"
"2005-07",17252,17252.2646,0,16540,NA,NA,NA,2565,2565,1036,1036,2565,2565,1036.0662,1036.0662,0,0,0,0,2565,2565,1036,1036,712,712,712,712,0,0,712,712
"2005-08",12831.9999,11370.16,1461.9591,10871.0409,NA,NA,NA,1915,1915,794,794,1549.5103,1549.5103,794.0298,794.0298,365.4898,365.4898,0,0,1549.5103,1549.5103,794,794,499,499,499,499,0,0,499,499
"2005-09",9288,8106.0989,1181.9688,7665.0313,NA,NA,NA,1355,1355,526,526,1059.5078,1059.5078,526.0169,526.0169,295.4922,295.4922,0,0,1059.5078,1059.5078,526,526,441,441,441,441,0,0,441,441
"2005-10",9420,9214.0438,205.9779,8822.022,NA,NA,NA,1533,1533,430,430,1481.5055,1481.5055,430.0055,430.0055,51.4945,51.4945,0,0,1481.5055,1481.5055,430,430,392,392,392,392,0,0,392,392
"2005-11",60,60,0,60,NA,NA,NA,0,0,15,15,0,0,15,15,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0
"2005-12",60,60,0,60,NA,NA,NA,0,0,15,15,0,0,15,15,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0
"2006-01",60,60,0,60,NA,NA,NA,0,0,15,15,0,0,15,15,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0
"2006-02",56,56,0,56,NA,NA,NA,0,0,14,14,0,0,14,14,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0
"2006-03",476,476,0,476,NA,NA,NA,2,2,117,117,2,2,117,117,0,0,0,0,2,2,117,117,0,0,0,0,0,0,0,0
"2006-04",6260,6260.0245,0,6110,NA,NA,NA,1046,1046,369,369,1046,1046,369.0061,369.0061,0,0,0,0,1046,1046,369,369,150,150,150,150,0,0,150,150
"2006-05",16402.0006,20726.844,1949.3129,20103.6875,NA,NA,NA,950.0001,4087.0002,959,959,3599.6719,3599.6719,959.0391,959.0391,487.3282,487.3282,0,0,3599.6719,3599.6719,959,959,623,623,623,623,0,0,623,623
"2006-06",19964,12125.749,8014.6836,11094.5581,NA,NA,NA,3624,3624,782,782,1620.3291,1620.3291,826.1082,826.1082,2003.6709,2003.6709,0,0,1552.8895,1552.8895,782,782,585,585,585,585,0,0,585,585
"2006-07",12327.9998,11054.6123,1398.308,10388.6912,NA,NA,NA,1993,1993,547.9999,547.9999,1643.4229,1643.4229,579.2302,579.2302,349.577,349.577,0,0,1643.4229,1643.4229,547.9999,547.9999,541,541,541,541,0,0,541,541
"2006-08",8792,8890.8018,0.0624,8277.9375,NA,NA,NA,1251,1251,433,433,1250.9844,1250.9844,457.7161,457.7161,0.0156,0.0156,0,0,1250.9844,1250.9844,433,433,514,514,514,514,0,0,514,514
"2006-09",4192.0001,4192.0368,0,3811.0001,NA,NA,NA,523,523,144,144,523,523,144.0092,144.0092,0,0,0,0,523,523,144,144,381,381,381,381,0,0,381,381
"2006-10",2587.9999,2587.9999,0,2223.9999,NA,NA,NA,268,268,15,15,268,268,15,15,0,0,0,0,268,268,15,15,364,364,364,364,0,0,364,364
"2006-11",656,656,0,626,NA,NA,NA,60,60,74,74,60,60,74,74,0,0,0,0,60,60,74,74,30,30,30,30,0,0,30,30
"2006-12",676,676,0,645,NA,NA,NA,61,61,77,77,61,61,77,77,0,0,0,0,61,61,77,77,31,31,31,31,0,0,31,31
"2007-01",676,676,0,645,NA,NA,NA,61,61,77,77,61,61,77,77,0,0,0,0,61,61,77,77,31,31,31,31,0,0,31,31
"2007-02",612,612,0,584,NA,NA,NA,56,56,69,69,56,56,69,69,0,0,0,0,56,56,69,69,28,28,28,28,0,0,28,28
"2007-03",2324.0001,2324.0012,0,2293.0001,NA,NA,NA,350,350,200,200,350,350,200.0003,200.0003,0,0,0,0,350,350,200,200,31,31,31,31,0,0,31,31
"2007-04",17520,11028.1461,5691.8662,11573.1328,NA,NA,NA,3725,3725,400,400,2302.0332,2302.0332,0,400.0066,1422.9666,1422.9666,0,0,2302.0332,2302.0332,400,400,255,255,255,255,0,0,255,255
"2007-05",24112,17811.8577,6300.2744,17229.7256,NA,NA,NA,4637,4637,809,809,3061.9314,3061.9314,809.033,809.033,1575.0686,1575.0686,0,0,3061.9314,3061.9314,809,809,582,582,582,582,0,0,582,582
"2007-06",21980,12468.3352,9676.7676,11753.2319,NA,NA,NA,4213,4213,732,732,1793.808,1793.808,773.2758,773.2758,2419.1919,2419.1919,0,0,1793.808,1793.808,732,732,550,550,550,550,0,0,550,550
"2007-07",15968,12809.728,3348.9014,11263.041,NA,NA,NA,2583,2583,838,838,1745.7745,1745.7745,885.6575,885.6575,837.2253,837.2253,0,0,1549.5103,1549.5103,838,838,571,571,571,571,0,0,571,571
"2007-08",10160,7899.2151,2382.8384,6067.0278,NA,NA,NA,1576,1576,542,542,980.2905,980.2905,572.5133,572.5133,595.7096,595.7096,0,0,658.257,658.257,542,542,422,422,422,422,0,0,422,422
"2007-09",6639.9999,4253.5408,2386.5339,3922.4658,NA,NA,NA,1035,1035,294,294,438.3665,438.3665,294.0187,294.0187,596.6335,596.6335,0,0,438.3665,438.3665,294,294,331,331,331,331,0,0,331,331
"2007-10",5948.0004,4791.8007,1156.2123,4571.788,NA,NA,NA,1017.0001,1017.0001,250,250,727.947,727.947,250.0032,250.0032,289.0531,289.0531,0,0,727.947,727.947,250,250,220,220,220,220,0,0,220,220
"2007-11",596,596,0,536,NA,NA,NA,0,0,89,89,0,0,89,89,0,0,0,0,0,0,89,89,60,60,60,60,0,0,60,60
"2007-12",612,612,0,551,NA,NA,NA,0,0,92,92,0,0,92,92,0,0,0,0,0,0,92,92,61,61,61,61,0,0,61,61
"2008-01",612,612,0,551,NA,NA,NA,0,0,92,92,0,0,92,92,0,0,0,0,0,0,92,92,61,61,61,61,0,0,61,61
"2008-02",576,576,0,518,NA,NA,NA,0,0,86,86,0,0,86,86,0,0,0,0,0,0,86,86,58,58,58,58,0,0,58,58
"2008-03",464,464,0,436,NA,NA,NA,0,0,88,88,0,0,88,88,0,0,0,0,0,0,88,88,28,28,28,28,0,0,28,28
"2008-04",1596,1596.0025,0,1554,NA,NA,NA,160,160,197,197,160,160,197.0006,197.0006,0,0,0,0,160,160,197,197,42,42,42,42,0,0,42,42
"2008-05",19364,19364.0707,0,18909,NA,NA,NA,3921,3921,465,465,3921,3921,465.0177,465.0177,0,0,0,0,3921,3921,465,465,455,455,455,455,0,0,455,455
"2008-06",23636,23788.9426,0,23121,NA,NA,NA,4719,4719,675,675,4719,4719,713.2357,713.2357,0,0,0,0,4719,4719,675,675,515,515,515,515,0,0,515,515
"2008-07",15038.0005,15313.75,2302.9138,14612.0859,NA,NA,NA,3026.0002,1829,815,815,2450.2715,2450.2715,861.166,861.166,575.7285,575.7285,0,0,2450.2715,2450.2715,815,815,517,517,517,517,0,0,517,517
"2008-08",15351.9998,11028.2554,4461.959,10327.0408,NA,NA,NA,2665,2665,610,610,1549.5103,1549.5103,644.5536,644.5536,1115.4897,1115.4897,0,0,1549.5103,1549.5103,610,610,562.9999,562.9999,562.9999,562.9999,0,0,562.9999,562.9999
"2008-09",10348,7793.5594,2554.5425,7339.4575,NA,NA,NA,1733,1733,400,400,1094.3644,1094.3644,400.0255,400.0255,638.6356,638.6356,0,0,1094.3644,1094.3644,400,400,454,454,454,454,0,0,454,454
"2008-10",3704,3704.0036,0,3524,NA,NA,NA,525,525,221,221,525,525,221.0009,221.0009,0,0,0,0,525,525,221,221,180,180,180,180,0,0,180,180
"2008-11",536,536,0,417,NA,NA,NA,0,0,15,15,0,0,15,15,0,0,0,0,0,0,15,15,119,119,119,119,0,0,119,119
"2008-12",552,552,0,429,NA,NA,NA,0,0,15,15,0,0,15,15,0,0,0,0,0,0,15,15,123,123,123,123,0,0,123,123
"2009-01",2273.5333,552,0,429,NA,NA,NA,0,860.7667,15,15,0,0,15,15,0,0,0,0,0,0,15,15,123,123,123,123,0,0,123,123
"2009-02",500,500,0,389,NA,NA,NA,0,0,14,14,0,0,14,14,0,0,0,0,0,0,14,14,111,111,111,111,0,0,111,111
"2009-03",604,544,0,481,NA,NA,NA,88,58,15,15,58,58,15,15,0,0,0,0,58,58,15,15,63,63,63,63,0,0,63,63
"2009-04",3338,3736.0121,0,3475,NA,NA,NA,289,488,185,185,488,488,185.003,185.003,0,0,0,0,488,488,185,185,261,261,261,261,0,0,261,261
"2009-05",16284.001,14507.8088,1776.3014,14001.6992,NA,NA,NA,2893.0002,2893.0002,672,672,2448.9248,2448.9248,672.0274,672.0274,444.0753,444.0753,0,0,2448.9248,2448.9248,672,672,506,506,506,506,0,0,506,506
"2009-06",17944.0001,11751.7444,6304.1123,11190.8878,NA,NA,NA,3540,3540,497,497,1963.9719,1963.9719,524.9642,524.9642,1576.0281,1576.0281,0,0,1963.9719,1963.9719,497,497,449,449,449,449,0,0,449,449
"2009-07",13384.0002,10940.6482,2601.9592,10336.0413,NA,NA,NA,2200,2200,700.0001,700.0001,1549.5103,1549.5103,739.6518,739.6518,650.4898,650.4898,0,0,1549.5103,1549.5103,700.0001,700.0001,446,446,446,446,0,0,446,446
"2009-08",12128.0005,8654.0878,3624.8903,5938.0099,NA,NA,NA,1873.0001,1873.0001,663,663,970.8694,970.8694,700.7445,700.7445,902.1306,902.1306,0,0,452.5715,452.5715,663,663,496,496,491.908,491.908,4.092,4.092,491.908,491.908
"2009-09",6200,3847.278,5152.8232,3393.177,NA,NA,NA,1400,0,396,396,111.7943,111.7943,396.0252,396.0252,1288.2058,1288.2058,0,0,111.7943,111.7943,396,396,454,454,454,454,0,0,454,454
"2009-10",2216,1640.0026,0,2055,NA,NA,NA,317,317,76,76,29,317,76.0006,76.0006,0,0,0,0,317,317,76,76,161,161,161,161,0,0,161,161
"2009-11",772,3052.126,0,653,NA,NA,NA,0,0,74,74,1140.063,0,74,74,0,0,0,0,0,0,74,74,119,119,119,119,0,0,119,119
"2009-12",800,800,0,677,NA,NA,NA,0,0,77,77,0,0,77,77,0,0,0,0,0,0,77,77,123,123,123,123,0,0,123,123
"2010-01",784,784,0,665,NA,NA,NA,0,0,77,77,0,0,77,77,0,0,0,0,0,0,77,77,119,119,119,119,0,0,119,119
"2010-02",276,276,0,276,NA,NA,NA,0,0,69,69,0,0,69,69,0,0,0,0,0,0,69,69,0,0,0,0,0,0,0,0
"2010-03",296,296,0,296,NA,NA,NA,0,0,74,74,0,0,74,74,0,0,0,0,0,0,74,74,0,0,0,0,0,0,0,0
"2010-04",1292.0001,1292.0026,0,1242.0001,NA,NA,NA,168,168,105,105,168,168,105.0006,105.0006,0,0,0,0,168,168,105,105,50,50,50,50,0,0,50,50
"2010-05",20724,20724.0857,0,20393,NA,NA,NA,4325,4325,525,525,4325,4325,525.0214,525.0214,0,0,0,0,4325,4325,525,525,331,331,331,331,0,0,331,331
"2010-06",24631.998,18647.179,4803.2705,19313.7285,NA,NA,NA,4954.9995,4954.9995,688,688,3754.1821,3754.1821,58.0645,727.1607,1200.8176,1200.8176,0,0,3754.1821,3754.1821,688,688,515,515,515,515,0,0,515,515
"2010-07",19644.001,12287.7627,7540.9019,11045.041,NA,NA,NA,3567.0002,3567.0002,815,815,1681.7747,1681.7747,861.166,861.166,1885.2255,1885.2255,0,0,1549.5103,1549.5103,815,815,529,529,529,529,0,0,529,529
"2010-08",11240.0005,8146.8193,3204.2056,7498.9448,NA,NA,NA,1946.0001,1946.0001,490,490,1144.9486,1144.9486,517.7562,517.7562,801.0514,801.0514,0,0,1104.2362,1104.2362,490,490,374,374,374,374,0,0,374,374
"2010-09",9032.0001,6197.579,1417.2612,5226.7777,NA,NA,NA,1406,1406,398,398,697.3694,697.3694,398.0254,398.0254,0,708.6306,0,0,568.1944,568.1944,398,398,454,454,454,454,0,0,454,454
"2010-10",3299.9999,3300.0025,0,3159.9999,NA,NA,NA,487,487,198,198,487,487,198.0006,198.0006,0,0,0,0,487,487,198,198,140,140,140,140,0,0,140,140
"2010-11",332,332,0,332,NA,NA,NA,0,0,83,83,0,0,83,83,0,0,0,0,0,0,83,83,0,0,0,0,0,0,0,0
"2010-12",344,344,0,344,NA,NA,NA,0,0,86,86,0,0,86,86,0,0,0,0,0,0,86,86,0,0,0,0,0,0,0,0
"2011-01",344,344,0,344,NA,NA,NA,0,0,86,86,0,0,86,86,0,0,0,0,0,0,86,86,0,0,0,0,0,0,0,0
"2011-02",300,300,0,300,NA,NA,NA,0,0,75,75,0,0,75,75,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0
"2011-03",8,8,0,8,NA,NA,NA,0,0,2,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
"2011-04",3420,3420.0015,0,3387,NA,NA,NA,558,558,264,264,558,558,264.0004,264.0004,0,0,0,0,558,558,264,264,33,33,33,33,0,0,33,33
"2011-05",20052,20052.0586,0,19814,NA,NA,NA,4233,4233,542,542,4233,4233,542.0146,542.0146,0,0,0,0,4233,4233,542,542,238,238,238,238,0,0,238,238
"2011-06",29287.9978,29288.1975,0,28792.9978,NA,NA,NA,5841.9995,5841.9995,984.9999,984.9999,5841.9995,5841.9995,985.0499,985.0499,0,0,0,0,5841.9995,5841.9995,984.9999,984.9999,495,495,495,495,0,0,495,495
"2011-07",23484,22379.8496,1104.3732,21898.625,NA,NA,NA,4189,4189,1201,1201,3912.9063,3912.9063,1201.0562,1201.0562,276.0933,276.0933,0,0,3912.9063,3912.9063,1201,1201,481,481,481,481,0,0,481,481
"2011-08",18383.9994,11532.0863,6852.0967,11088.9032,NA,NA,NA,3446.9998,3446.9998,706.0001,706.0001,1733.9757,1733.9757,706.0458,706.0458,1713.0242,1713.0242,0,0,1733.9757,1733.9757,706.0001,706.0001,443,443,443,443,0,0,443,443
"2011-09",8825.9998,9856.6282,3171.4561,9479.5437,NA,NA,NA,2210,109,669.9999,669.9999,1417.136,1417.136,670.0211,670.0211,792.864,792.864,0,0,1417.136,1417.136,669.9999,669.9999,377,377,377,377,0,0,377,377
"2011-10",4176,5960.0125,0,5689.0001,NA,NA,NA,950.0001,58,269,269,950.0001,950.0001,269.0031,269.0031,0,0,0,0,950.0001,950.0001,269,269,271,271,271,271,0,0,271,271
"2011-11",464,464,0,464,NA,NA,NA,76,76,40,40,76,76,40,40,0,0,0,0,76,76,40,40,0,0,0,0,0,0,0,0
"2011-12",104,583.8748,0,104,NA,NA,NA,20,20,6,6,20,20,245.9374,6,0,0,0,0,20,20,6,6,0,0,0,0,0,0,0,0
"2012-01",84,84,0,84,NA,NA,NA,13,13,8,8,13,13,8,8,0,0,0,0,13,13,8,8,0,0,0,0,0,0,0,0
"2012-02",64,64,0,64,NA,NA,NA,13,13,3,3,13,13,3,3,0,0,0,0,13,13,3,3,0,0,0,0,0,0,0,0
"2012-03",2972,2972.0016,0,2929,NA,NA,NA,400,400,300,300,400,400,300.0004,300.0004,0,0,0,0,400,400,300,300,43,43,43,43,0,0,43,43
"2012-04",10684.0001,8104.2679,2579.7815,7854.2188,NA,NA,NA,1683,1683,738,738,1038.0547,1038.0547,738.0123,738.0123,644.9454,644.9454,0,0,1038.0547,1038.0547,738,738,250,250,250,250,0,0,250,250
"2012-05",23563.9998,10987.4325,12576.7323,10495.3595,NA,NA,NA,4240,4240,1012.9999,1012.9999,1241.9089,1241.9089,1013.0412,1013.0412,2998.0911,2998.0911,0,0,1241.9089,1241.9089,1012.9999,1012.9999,638,638,491.908,491.908,146.092,146.092,491.908,491.908
"2012-06",22316,7662.1766,14850.6477,4916.12,NA,NA,NA,4052,4052,872,872,518.298,518.298,921.2062,921.2062,3533.7019,3533.7019,0,0,0,0,872,872,655,655,476.04,476.04,178.96,178.96,476.04,476.04
"2012-07",15303.9998,5356.5961,10128.368,4683.7237,NA,NA,NA,2478,2478,801.9999,801.9999,0,0,847.241,847.241,2478,2478,0,0,0,0,801.9999,801.9999,546,546,491.908,491.908,54.092,54.092,491.908,491.908
"2012-08",12236,4728.3444,7656.3679,4087.724,NA,NA,NA,1902,1902,653,653,0,0,690.1781,690.1781,1902,1902,0,0,0,0,653,653,504,504,491.908,491.908,12.092,12.092,491.908,491.908
"2012-09",10903.9991,3638.8535,7265.2675,3207.0488,NA,NA,NA,1693.9999,1693.9999,478,478,0,0,478.0304,478.0304,1693.9999,1693.9999,0,0,0,0,478,478,553.9999,553.9999,431.683,431.683,122.317,122.317,431.683,431.683
"2012-10",8628.0001,2760.0179,5868,2420.0001,NA,NA,NA,1467,1467,350,350,0,0,350.0045,350.0045,1467,1467,0,0,0,0,350,350,340,340,340,340,0,0,340,340
"2012-11",120,120,0,120,NA,NA,NA,0,0,30,30,0,0,30,30,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0
"2012-12",124,124,0,124,NA,NA,NA,0,0,31,31,0,0,31,31,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0
