"Date","01_AGG_IrrigDemand","01_AGG_IrrigSupply","01_AGG_IrrigShortage","01_AGG_IrrigSupDirectFlow","01_AGG_MunDemand","01_AGG_MunSupply","01_AGG_MunShortage","0100507_I_IrrigDemand","0100507_I_IrrigSupply","0100507_I_IrrigShortage","0100507_I_IrrigSupDirectFlow","0100620_IrrigDemand","0100620_IrrigSupply","0100620_IrrigShortage","0100620_IrrigSupDirectFlow","0100517_IrrigDemand","0100517_IrrigSupply","0100517_IrrigShortage","0100517_IrrigSupDirectFlow","0100570_IrrigDemand","0100570_IrrigSupply","0100570_IrrigShortage","0100570_IrrigSupDirectFlow","0100514_IrrigDemand","0100514_IrrigSupply","0100514_IrrigShortage","0100514_IrrigSupDirectFlow","0100520_IrrigDemand","0100520_IrrigSupply","0100520_IrrigShortage","0100520_IrrigSupDirectFlow","0103817_I_IrrigDemand","0103817_I_IrrigSupply","0103817_I_IrrigShortage","0103817_I_IrrigSupDirectFlow","0100526_IrrigDemand","0100526_IrrigSupply","0100526_IrrigShortage","0100526_IrrigSupDirectFlow","0100518_IrrigDemand","0100518_IrrigSupply","0100518_IrrigShortage","0100518_IrrigSupDirectFlow","0100565_IrrigDemand","0100565_IrrigSupply","0100565_IrrigShortage","0100565_IrrigSupDirectFlow","0100687_I_IrrigDemand","0100687_I_IrrigSupply","0100687_I_IrrigShortage","0100687_I_IrrigSupDirectFlow","0100503_I_IrrigDemand","0100503_I_IrrigSupply","0100503_I_IrrigShortage","0100503_I_IrrigSupDirectFlow","01_ADP037_IrrigDemand","01_ADP037_IrrigSupply","01_ADP037_IrrigShortage","01_ADP037_IrrigSupDirectFlow","0100525_IrrigDemand","0100525_IrrigSupply","0100525_IrrigShortage","0100525_IrrigSupDirectFlow","0100519_D_IrrigDemand","0100519_D_IrrigSupply","0100519_D_IrrigShortage","0100519_D_IrrigSupDirectFlow","0100688_IrrigDemand","0100688_IrrigSupply","0100688_IrrigShortage","0100688_IrrigSupDirectFlow","0100515_IrrigDemand","0100515_IrrigSupply","0100515_IrrigShortage","0100515_IrrigSupDirectFlow","0100511_IrrigDemand","0100511_IrrigSupply","0100511_IrrigShortage","0100511_IrrigSupDirectFlow"
"1985-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-03",1596,1701.7681,0,656,NA,NA,NA,219,258.1365,0,0,0,0,0,0,10,11.679,0,10,0,0,0,0,61,76.4316,0,61,26,26.8744,0,26,6,6,0,0,63,63.3039,0,63,105,121.8423,0,105,0,0,0,0,310,310,0,0,405,405,0,0,5,5,0,5,27,31.3517,0,27,67,67.0001,0,67,117,117,0,117,87,99.8226,0,87,88,102.3261,0,88
"1985-04",54452.001,54171.5916,280.4242,19237.01,NA,NA,NA,16210.001,16210.0068,0,0,114,0,114,0,331,331,0,331,12,0,12,0,2123,2123,0,2123,112,99.505,12.495,59.505,78,78,0,0,659,659,0,659,5400,5400,0,5400,42,0,42,0,10423,10423,0,0,8183,8183.0088,0,0,160,60.0709,99.9291,59.505,448,448,0,448,1343,1343.0001,0,1343,513,513,0,513,4242,4242,0,4242,4059,4059,0,4059
"1985-05",82926.9995,83734.3887,706.0231,36847.9755,NA,NA,NA,13294,13294.0156,0,0,128,0,128,0,1570,1570,0,1570,65,7,58,0,6060,6060,0,6060,216,109.4885,106.5115,61.4885,131,131,0,0,1056,1056,0,1056,8011.9995,8011.9995,0,8011.9995,46,0,46,0,16147,17396.6621,0,0,15746.001,15986.8936,0,0,429,61.4885,367.5115,61.4885,1188,1188,0,1188,1608,1630.8419,0,1608,590,590,0,590,8096,8096,1e-04,8096,8544.999,8544.999,0,8544.999
"1985-06",93470.9976,96946.1789,655.495,35906.5046,NA,NA,NA,14544,15559.6963,0,0,140,0,140,0,1248.0001,1256.0143,0,1248.0001,124,119,5,0,8495,8539.4434,0,8495,385,385,0,0,197,197,0,0,1101.9999,1198.7279,0,843,6913,7518.4902,0,6913,65,0,65,0,23899.998,23899.998,0,0,17405,19156.5664,0,0,505,59.505,445.495,59.505,1021,1039.0219,0,1021,2211,2443.76,0,2211,669.9999,669.9999,0,570,6964,7321.9561,0,6964,7581.9995,7581.9995,0,7581.9995
"1985-07",83389.9985,85302.7798,527.5115,29477.4885,NA,NA,NA,15010,15758.0059,0,0,111,0,111,0,745,825.582,0,745,114,114,0,0,8644,8825.0303,0,8644,304,304,0,0,171,171,0,0,1127,1249.1736,0,552,5240.0005,5864.6538,0,4755,38,0,38,0,20666.998,20666.998,0,0,15802,15802,0,0,440,61.4885,378.5115,61.4885,865,872.6735,0,865,1741,2005.1566,0,1741,547,547,0,290,4865,5277.0176,0,4865,6959,6959,0,6959
"1985-08",115918.0028,119576.8814,794.5127,41327.4883,NA,NA,NA,20277,22910.0098,0,0,184,0,184,0,1078.0001,1194.391,0,1078.0001,10,10,0,0,12627,12957.5566,0,12627,394,394,0,0,258,258,0,0,1392.0001,1392.0001,0,462,6885.0005,7755.0117,0,6192,74,0,74,0,29063.002,29063.002,9e-04,0,21436,21436,0,0,598,61.4885,536.5115,61.4885,1252,1252,0,1252,2387,2386.9998,2e-04,2386.9998,735.0001,735.0001,0,0,7184,7687.4219,0,7184,10084,10084,0,10084
"1985-09",39106.0001,39643.8279,280.4953,13781.5052,NA,NA,NA,6199,6817.6226,0,0,96,0,96,0,390,400.4507,0,390,0,0,0,0,3808,3808,0,3808,240,240,0,0,87,87,0,0,617,617,0,0,2052.9998,2118.5452,0,972.9999,27,0,27,0,8542,8542,3e-04,0,8279,8322.1582,0,0,217,59.505,157.495,59.505,613,613,0,613,1022.0001,1051.7032,0,1022.0001,523,523,0,523,2717.0002,2767.843,0,2717.0002,3676,3676,0,3676
"1985-10",3794,3985.2707,70.0003,1216,NA,NA,NA,580,684.3113,0,0,42,0,42,0,14,16.5505,0,14,0,0,0,0,144,179.9203,0,144,81,81,0,0,20,20,0,0,123,141.604,0,0,135,156.3686,0,135,28,0,28,0,1004,1004,0,0,700.0001,700.0001,0,0,32,33.2005,0,32,58,66.8297,0,58,123,122.9998,2e-04,123,277,277,0,277,166,190.1671,0,166,267,311.3188,0,267
"1985-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986-03",3841,4105.688,39,1603,NA,NA,NA,637,751.8127,0,0,16,0,16,0,22,26.2937,0,22,8,5,3,0,156,194.4971,0,156,58,60.4637,0,58,20,20,0,0,131,145.6593,0,131,246,284.7161,0,246,20,0,20,0,638,638,0,0,899,899,0,0,31,32.0346,0,31,50,57.5773,0,50,148,148,0,148,243,243,0,243,235,269.1644,0,235,283,330.4691,0,283
"1986-04",33956.999,33831.5292,218.4434,10266.01,NA,NA,NA,11499.999,11500.0059,0,0,105,0,105,0,220,230.2454,0,220,18,11,7,0,1011.9999,1075.5129,0,1011.9999,123,103.8335,19.1664,59.505,64,64,0,0,459,459,0,459,2438,2438,0,2438,39,0,39,0,4785,4785,0,0,7068,7077.7808,0,0,108,59.7231,48.2769,59.505,265,274.4275,0,265,1242,1242,0,1242,469,469,0,469,2292,2292,0,2292,1750.0001,1750.0001,0,1750.0001
"1986-05",78593.9979,78102.6363,510.1116,27338.4884,NA,NA,NA,11722,11722.0117,0,0,127,10,117,0,1119,1119,0,1119,100,40.4,59.6,0,2451,2451,0,2451,224,224,0,0,103,103,0,0,949,949,0,813,8322,8322,0,8322,52,0,52,0,25025.998,25025.998,0,0,13484,13502.7383,0,0,343,61.4885,281.5115,61.4885,758,758,0,758,1470.9999,1470.9998,1e-04,1470.9999,488,488,0,488,6507,6507,0,6507,5348,5348,0,5348
"1986-06",87747,94173.9846,732.4949,33446.01,NA,NA,NA,13825,14286.3408,0,0,148,10,138,0,1054,1069.3636,0,1054,100,100,0,0,5952,6107.8481,0,5952,278,294.1962,0,59.505,213,213,0,0,1165,1253.5962,0,945,7395,7617.5679,0,7395,69,0,69,0,20378,24830.1973,0,0,18604,20157.8027,0,0,585,59.505,525.4949,59.505,1061,1116.7318,0,1061,2108,2245.835,0,2108,763,763,0,763,7434,7434,0,7434,6615,6615,0,6615
"1986-07",123363.9996,127355.3208,727.5114,44695.9786,NA,NA,NA,21833,22886.5293,0,0,178,15,163,0,1151,1263.5472,0,1151,101,101,0,0,12876.001,13280.3184,0,12876.001,351,366.2516,0,61.4885,264,264,0,0,1807.0001,1950.7915,0,1487,8170.0005,9048.3438,0,8170.0005,58,0,58,0,30551.998,31676.3652,0,0,23927,23927,0,0,568,61.4885,506.5114,61.4885,1217,1248.8779,0,1217,2506,2877.8044,0,1946.0001,952,952,0,873,7802,8385.0029,0,7802,9051,9051,0,9051
"1986-08",104831.9978,107023.2577,636.5125,31212.4681,NA,NA,NA,19337,20493.957,0,0,146,13,133,0,903.9999,1028.9772,0,903.9999,5,5,0,0,11207,11500.2861,0,11207,307,311.967,0,0,230,230,0,0,1435.0001,1435.0001,0,994.0001,6518,7334.7915,0,2336.563,54,0,54,0,27084,27084,9e-04,0,18887.998,18887.998,0,0,511,61.4885,449.5115,61.4885,1133.0001,1133.0001,0,1133.0001,2108,2108,0,1461,690.0001,690.0001,0,438,6584.9995,7015.792,0,4987.4165,7690,7690,0,7690
"1986-09",62305.9995,62857.6718,340.495,22057.5045,NA,NA,NA,11120,11518.71,0,0,95,12,83,0,576,600.7851,0,576,0,0,0,0,5759,5909.7549,0,5759,174,195.5927,0,0,128,128,0,0,783,783,0,328,4057,4169.8555,0,3551,42,0,42,0,14518,14518.001,0,0,12794,12860.8525,0,0,275,59.505,215.495,59.505,966,966,0,966,1714,1714,0,1513,583,583,0,583,4157,4273.6157,0,4157,4564.9995,4564.9995,0,4564.9995
"1986-10",7619.0001,8043.6164,107.5115,2767.4886,NA,NA,NA,1036,1222.3217,0,0,60,1,59,0,57,67.67,0,57,0,0,0,0,303,378.0614,0,303,68,72.0707,0,46,36,36,0,0,221,221,0,166,481,556.8392,0,481,27,0,27,0,2187,2187,0,0,1407,1407,0,0,83,61.4885,21.5115,61.4885,132,152.1641,0,132,230,237.6773,0,230,310,310,0,310,500.0001,572.3708,0,500.0001,481,560.9527,0,481
"1986-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987-03",0,3e-04,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0
"1987-04",47588.0002,47273.0765,419.2557,12728.0102,NA,NA,NA,12847,12847.0078,0,0,140,0,140,0,223,233.5158,0,223,22,13,9,0,1065,1131.8268,0,1065,147,79.2393,67.7607,59.505,82,82,0,0,748,748,0,748,3376.0002,3376.0002,0,3376.0002,57,0,57,0,13682,13682,0,0,7797,7807.8892,0,0,205,59.505,145.495,59.505,457,473.0925,0,457,1504,1504,0,1504,624.9999,624.9999,0,624.9999,2531,2531,0,2531,2080,2080,0,2080
"1987-05",41272.9993,41069.484,212.3117,14172.4887,NA,NA,NA,5696,5696.0059,0,0,59,10,49,0,552,552,0,552,28,21.2,6.8,0,1311,1311,0,1311,224,224,0,0,46,46,0,0,513,513,0,377,4522,4522,0,4522,26,0,26,0,14405.999,14405.999,0,0,6349,6357.7905,0,0,192,61.4885,130.5115,61.4885,483,483,0,483,688,687.9999,1e-04,688,267,267,0,267,3343,3343,1e-04,3343,2568.0002,2568.0002,0,2568.0002
"1987-06",95240.001,101425.1905,677.495,37564.0099,NA,NA,NA,14964.001,15463.3428,0,0,156,10,146,0,1144,1160.5917,0,1144,125,132.4,0,0,6880,7059.9697,0,6880,310,315.1962,0,59.505,203,203,0,0,1222,1313.6898,0,1001.9999,8707,8969.1133,0,8707,57,0,57,0,20867,25387.0059,0,0,20359,21428.3418,0,0,534.0001,59.505,474.495,59.505,1035,1089.5916,0,1035,2393,2549.4429,0,2393,740,740,0,740,8466,8466,0,8466,7078,7078,0,7078
"1987-07",120456.9973,123486.9986,687.1204,36045.0069,NA,NA,NA,22186,23513.5898,0,0,147,15,132,0,1167,1281.0337,0,1167,101,101,0,0,12048.999,12427.4209,0,12048.999,352,310.3912,41.6088,61.4885,244,244,0,0,1609.0001,1660.0913,0,1289,8423,9328.9834,0,2967.0913,73,0,73,0,27871.998,27871.998,0,0,24650,24650,0,0,502,61.4885,440.5115,61.4885,1098.0001,1126.8524,0,1098.0001,2589,2924.6201,0,2029,836.9999,836.9999,0,758,7702,8277.5293,0,5708.9395,8856,8856,0,8856
"1987-08",85930.003,87740.1961,506.5117,29468.4894,NA,NA,NA,16829,17835.8984,0,0,99,13,86,0,790,898.6372,0,790,5,5,0,0,9398,9643.916,0,9398,307,307,0,0,191,191,0,0,1017.0001,1017.0001,0,576,4920.0005,5533.5532,0,4701.0005,48,0,48,0,20848.002,20848.002,1e-04,0,16203,16203,1e-04,0,434,61.4885,372.5115,61.4885,851,851,0,851,1688,1688,0,1040.9999,502,502,0,250,5224,5565.7002,0,5224,6576.0005,6576.0005,0,6576.0005
"1987-09",55052.9998,55428.9127,385.4958,19119.505,NA,NA,NA,9577,9920.3359,0,0,116,12,104,0,525,547.618,0,525,0,0,0,0,4705,4828.042,0,4705,174,189.5927,0,0,123,123,0,0,712,712,0,257,3387.9998,3482.5176,0,2882,46,0,46,0,13002,13001.999,7e-04,0,11498,11558.0371,0,0,295,59.505,235.495,59.505,1014,1014,0,1014,1495,1495,0,1294,622,622,0,622,3646,3748.2654,0,3646,4115,4115,0,4115
"1987-10",10666.9999,11286.92,98.9582,3924.977,NA,NA,NA,1369,1615.4607,0,0,53,1,52,0,85,100.7711,0,85,0,0,0,0,453,565.2701,0,453,105,101.5533,3.4467,61.4885,41,41,0,0,332,332,0,277,676,782.2606,0,676,30,0,30,0,3095,3095,0,0,2041.9999,2041.9999,0,0,75,61.4885,13.5115,61.4885,192,221.0568,0,192,337,344.7777,0,337,482,482,0,482,714,817.4055,0,714,586,683.8759,0,586
"1987-11",5,5,0,5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0
"1987-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988-03",0,3e-04,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0
"1988-04",48321,48134.3995,186.6146,17509.0095,NA,NA,NA,16040.001,16040.0059,0,0,64,0,64,0,319,319,0,319,20,3,17,0,2027,2027,0,2027,112,104.8804,7.1196,59.505,69,69,0,0,574,574,0,574,4729,4729,0,4729,44,0,44,0,6441,6441,0,0,8026.9995,8027.0088,0,0,114,59.505,54.495,59.505,355,355,0,355,1335,1335,0,1335,512,512,0,512,3867.9995,3867.9995,0,3867.9995,3671,3671,0,3671
"1988-05",43739.0009,44161.381,292.0231,20858.9764,NA,NA,NA,7397.0005,7397.0083,0,0,39,0,39,0,884.9999,884.9999,0,884.9999,37,7,30,0,3300,3300,0,3300,116,109.4885,6.5115,61.4885,75,75,0,0,623,623,0,623,4566.9995,4566.9995,0,4566.9995,33,0,33,0,6312,6880.5195,0,0,8749.001,8882.7891,0,0,245,61.4885,183.5115,61.4885,719,719,0,719,852,864.0876,0,852,337,337,0,337,4678,4678,1e-04,4678,4775,4775,0,4775
"1988-06",124202.0001,124491.2153,3116.915,48391.5051,NA,NA,NA,18394,19678.6094,0,0,186,0,186,0,1706.9999,1717.9169,0,1706.9999,167,119,48,0,10540,10595.1426,0,10540,403,403,0,18,240,240,0,0,1697,1834.1091,0,1438,10107,10992.1299,0,10107,83,0,83,0,31350,31553.7305,0,0,24117,21846.5781,2270.4199,0,589,59.505,529.495,59.505,1577,1604.4932,0,1577,3111.0002,3438.5222,0,3111.0002,1027,1027,0,927,9236,9710.4785,0,9236,9671,9671,0,9671
"1988-07",123359.9999,125855.8453,948.9092,40256.6538,NA,NA,NA,23610,24786.6914,0,0,156,0,156,0,1228,1360.5752,0,1228,114,114,0,0,13333,13612.0684,0,13333,359,359,0,55,242,242,0,0,1519.0001,1539.0024,0,944.0001,8368,9391.7354,0,3566.8477,81,0,81,0,24956,24956,0,0,25711,25711,0,0,505,61.4885,443.5115,61.4885,1167,1177.3922,0,1167,2807.0002,2932.8772,0,2807.0002,805,805,0,547.9999,7984.9995,8661.4121,0,6400.7148,10414,10145.6025,268.3976,10145.6025
"1988-08",115259.9985,116241.2219,3412.4817,41489.4884,NA,NA,NA,19666.998,22220.8047,0,0,170,0,170,0,1070,1185.6478,0,1070,10,10,0,0,12377,12701.0137,0,12377,394,394,0,0,244,244,0,0,1478,1478.0001,0,547.9999,7106,8006.2891,0,6413,72,0,72,0,29430,26727.0332,2702.9683,0,21351,21350.998,0.002,0,529,61.4885,467.5115,61.4885,1314,1314,0,1314,2414,2414,0,2414,754,754,0,412,7137.0005,7636.9468,0,7137,9743,9743,0,9743
"1988-09",57989.0015,58898.5953,325.4953,20533.5057,NA,NA,NA,9090,9997.3105,0,0,93,0,93,0,575,590.2472,0,575,0,0,0,0,5933.0005,5933.0459,0,5933.0005,240,240,0,0,114,114,0,0,657,657,0,40,3272,3407.5327,0,2192.0002,50,0,50,0,14393.001,14393.001,3e-04,0,11596,11656.5742,0,0,242,59.505,182.495,59.505,868,868,0,868,1478,1521.1508,0,1478,660,660,0,660,3913,3986.228,0,3913,4815,4815,0,4815
"1988-10",19188.0004,20227.1668,255.5119,6444.4883,NA,NA,NA,2429.0002,2866.0989,0,0,86,0,86,0,169,201.0743,0,169,0,0,0,0,737,919.9183,0,737,116,129.0618,0,35,71,71,0,0,466,466,0,343,1326,1534.6648,0,1326,43,0,43,0,6257,6257,2e-04,0,3527.0002,3527.0002,0,0,188,61.4885,126.5115,61.4885,339,390.1941,0,339,507,506.9998,2e-04,507,537.9999,537.9999,0,537.9999,1313,1502.8157,0,1313,1075.9999,1255.8505,0,1075.9999
"1988-11",128,133.9051,2,65,NA,NA,NA,13,15.588,0,0,0,0,0,0,1,1.4679,0,1,0,0,0,0,6,7.2883,0,6,3,3.154,0,3,0,0,0,0,9,9,0,9,5,6.0877,0,5,2,0,2,0,18,18,0,0,30,30,0,0,0,0,0,0,3,3.5946,0,3,8,8,0,8,17,17,0,17,7,8.0432,0,7,6,6.6813,0,6
"1988-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989-03",700,752.5012,11,310,NA,NA,NA,176,207.6531,0,0,0,0,0,0,6,6.8074,0,6,3,2,1,0,34,42.6341,0,34,14,14.4619,0,14,4,4,0,0,31,31.1893,0,31,36,42.0317,0,36,10,0,10,0,0,0,0,0,197,197,0,0,0,0,0,0,11,12.847,0,11,33,33.0001,0,33,57,57,0,57,37,42.0855,0,37,51,59.7912,0,51
"1989-04",70475.9984,70163.7439,312.2722,25824.0094,NA,NA,NA,22120,22120.0059,0,0,79,0,79,0,438,438,0,438,42,2,40,0,2777,2777,0,2777,160,145.2229,14.7771,59.505,98,98,0,0,869,869,0,869,7518,7518,0,7518,56,0,56,0,11141,11141,0,0,10892.999,10893.0107,0,0,182,59.505,122.495,59.505,568,568,0,568,1886.9999,1887,0,1887,704,703.9999,1e-04,703.9999,5678.9995,5678.9995,0,5678.9995,5265,5265,0,5265
"1989-05",108909.0022,108271.6019,2320.7578,43969.9951,NA,NA,NA,17955,17955.0215,0,0,132,0,132,0,2065,2065,0,2065,90,7,83,0,9390,9390,0,9390,291,113.9705,177.0295,61.4885,159,159,0,0,1574,1574,0,1574,11555,10665.1807,889.8197,6455.5659,52,0,52,0,18058,19393.7715,0,0,20637.002,20952.5957,0,0,434,61.4885,372.5115,61.4885,1606.0001,1606.0001,0,1606.0001,2254,2285.9697,0,2253.9998,793.0001,793.0001,0,793.0001,11104,11104.001,0,9563.8496,10760,10145.6025,614.3971,10145.6025
"1989-06",58447.9992,61439.6782,525.495,21640.5051,NA,NA,NA,8613,9214.2744,0,0,108,0,108,0,720,724.5613,0,720,119,119,0,0,4080,4101.3452,0,4080,385,385,0,0,132,132,0,0,780,855.3218,0,521,4700,5111.4619,0,4700,54,0,54,0,15653,15653,0,0,11020.999,13053.1318,0,0,423,59.505,363.495,59.505,823,837.6016,0,823,1383.0001,1528.4985,0,1383.0001,473,473,0,373,4107,4317.9766,0,4107,4874,4874,0,4874
"1989-07",123684.9995,127388.3269,520.5115,32553.5653,NA,NA,NA,22455,23574.2188,0,0,130,0,130,0,1217,1348.4285,0,1217,114,114,0,0,13900.001,14191.04,0,781.0783,350,392.3263,0,46,212,212,0,0,1567,1745.2642,0,992,8182,9182.0713,0,7696.999,75,0,75,0,28385.998,28385.998,0,0,24704,24992.3789,0,0,377,61.4885,315.5115,61.4885,1187,1197.3921,0,1187,2745,3226.2253,0,2745,833.9999,833.9999,0,577,8045.0005,8726.4951,0,8044.9995,9205,9205,0,9205
"1989-08",74636.0009,77094.5178,579.5126,26209.4875,NA,NA,NA,13760,15546.6973,0,0,123,0,123,0,678,751.2329,0,678,10,10,0,0,7931.9995,8139.5664,0,7931.9995,394,394,0,0,174,174,0,0,930,977.4561,0,0,4451,4986.707,0,3758,66,0,66,0,17836.002,17836,0.0011,0,13708,13708.001,0,0,452,61.4885,390.5115,61.4885,820.9999,820.9999,0,820.9999,1523,1594.4922,0,1523,422,422,0,80,4510,4825.877,0,4510,6845.9995,6845.9995,0,6845.9995
"1989-09",38822.001,39326.0332,258.4954,12768.505,NA,NA,NA,5688,6255.9712,0,0,75,0,75,0,325,333.7764,0,325,0,0,0,0,3528,3528.0286,0,3528,240,240,0,0,75,75,0,0,617,617,0,0,2225,2300.3633,0,1145,54,0,54,0,11285.001,11285.001,3e-04,0,6810,6845.4121,0,0,189,59.505,129.495,59.505,658,658,0,658,954.0001,981.9071,0,954.0001,512,512,0,512,2513,2560.0686,0,2513,3074,3074,0,3074
"1989-10",13480.0004,14225.9193,180.5119,4623.4885,NA,NA,NA,1679.9999,1982.1433,0,0,73,0,73,0,110,130.4685,0,110,0,0,0,0,511,638.0573,0,511,92,104.5663,0,11,52,52,0,0,366,389.0674,0,243,918,1062.3064,0,918,35,0,35,0,4254.0005,4254.0005,2e-04,0,2486,2486,0,0,134,61.4885,72.5115,61.4885,245,282.2288,0,245,381,380.9998,2e-04,381,468,468,0,468,901,1031.702,0,901,774,902.8906,0,774
