"Date","07_AGG_IrrigDemand","07_AGG_IrrigSupply","07_AGG_IrrigShortage","07_AGG_IrrigSupDirectFlow","07_AGG_MunDemand","07_AGG_MunSupply","07_AGG_MunShortage","0700502_I_IrrigDemand","0700502_I_IrrigSupply","0700502_I_IrrigShortage","0700502_I_IrrigSupDirectFlow","0700540_I_IrrigDemand","0700540_I_IrrigSupply","0700540_I_IrrigShortage","0700540_I_IrrigSupDirectFlow","0700549_I_IrrigDemand","0700549_I_IrrigSupply","0700549_I_IrrigShortage","0700549_I_IrrigSupDirectFlow","0700569_I_IrrigDemand","0700569_I_IrrigSupply","0700569_I_IrrigShortage","0700569_I_IrrigSupDirectFlow","0700570_I_IrrigDemand","0700570_I_IrrigSupply","0700570_I_IrrigShortage","0700570_I_IrrigSupDirectFlow","0700597_I_IrrigDemand","0700597_I_IrrigSupply","0700597_I_IrrigShortage","0700597_I_IrrigSupDirectFlow","0700601_I_IrrigDemand","0700601_I_IrrigSupply","0700601_I_IrrigShortage","0700601_I_IrrigSupDirectFlow","0700547_I_IrrigDemand","0700547_I_IrrigSupply","0700547_I_IrrigShortage","0700547_I_IrrigSupDirectFlow","0700614_IrrigDemand","0700614_IrrigSupply","0700614_IrrigShortage","0700614_IrrigSupDirectFlow","0700647_IrrigDemand","0700647_IrrigSupply","0700647_IrrigShortage","0700647_IrrigSupDirectFlow","0700652_I_IrrigDemand","0700652_I_IrrigSupply","0700652_I_IrrigShortage","0700652_I_IrrigSupDirectFlow","0700527_D_IrrigDemand","0700527_D_IrrigSupply","0700527_D_IrrigShortage","0700527_D_IrrigSupDirectFlow","0700698_I_IrrigDemand","0700698_I_IrrigSupply","0700698_I_IrrigShortage","0700698_I_IrrigSupDirectFlow","07_ADP001_IrrigDemand","07_ADP001_IrrigSupply","07_ADP001_IrrigShortage","07_ADP001_IrrigSupDirectFlow","0700699_IrrigDemand","0700699_IrrigSupply","0700699_IrrigShortage","0700699_IrrigSupDirectFlow","07_Arvada_I_MunDemand","07_Arvada_I_MunSupply","07_Arvada_I_MunShortage","07_Arvada_O_MunDemand","07_Arvada_O_MunSupply","07_Arvada_O_MunShortage","07_ConMut_I_MunDemand","07_ConMut_I_MunSupply","07_ConMut_I_MunShortage","07_ConMut_O_MunDemand","07_ConMut_O_MunSupply","07_ConMut_O_MunShortage","07_CoorsC_MunDemand","07_CoorsC_MunSupply","07_CoorsC_MunShortage","07_CoorsB_MunDemand","07_CoorsB_MunSupply","07_CoorsB_MunShortage","07_Golden_I_MunDemand","07_Golden_I_MunSupply","07_Golden_I_MunShortage","07_Golden_O_MunDemand","07_Golden_O_MunSupply","07_Golden_O_MunShortage","07_AMP001_I_MunDemand","07_AMP001_I_MunSupply","07_AMP001_I_MunShortage","07_AMP001_O_MunDemand","07_AMP001_O_MunSupply","07_AMP001_O_MunShortage"
"2002-07",6316.0001,2540.6445,3789.4915,707.3395,6768.5004,6768.5004,0,743,433.0406,309.9594,0,743,12.1527,730.8473,0,165,26.8056,138.1944,0,2121,524.4535,1596.5466,0,50,4.5,45.5,0,58,58,0,0,126,103.3785,22.6215,0,1000.0001,321.5625,678.4375,0,50,50,0,50,80,80,0,80,88,88,0,0,460,460,0,435.3395,351,173.3186,177.6814,0,142,156.136,0,142,139,49.2966,89.7034,0,798.18,798.18,0,2190.0903,2190.0903,0,168,168,0,315,315,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,391.4,391.4,0,546.18,546.18,0,1649.2301,1649.2301,0
"2002-08",4396,1522.2021,2879.6299,495.9824,6086.6398,6086.6399,0,636,310.3019,325.6981,0,359,0,359,0,111,0,111,0,1362,508.4534,853.5466,0,38,0,38,0,50,6.6872,43.3128,0,100,16,84,0,830,0,830,0,29,29,0,29,50,50,0,50,42,42,0,0,313,312.9824,0.0176,312.9824,266,129.3718,136.6282,0,104,109.832,0,104,106,7.5733,98.4267,0,798.18,798.18,0,1861.5699,1861.5701,0,168,168,0,274,274,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,332.69,332.69,0,546.18,546.18,0,1395.5999,1395.5999,0
"2002-09",2727,1069.0799,1665.0241,285,5161.61,5161.6062,0.0038,430,272.1062,157.8938,0,196,0,196,0,51,0,51,0,951,283.4041,667.5959,0,20,0.0825,19.9175,0,27,4.2257,22.7743,0,65,19.9859,45.0141,0,453,0,453,0,17,17,0,17,28,29.56,0,28,11,11,0,0,172,172,0,172,179,179,0,0,68,73.544,0,68,59,7.1715,51.8285,0,798.1801,798.1801,0,1423.5599,1423.5599,0,168,168,0,203,203,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,254.41,254.41,0,546.18,546.18,0,1073.75,1073.75,0
"2002-10",601,532.542,84,45,3813.78,3813.78,0,58,65.16,0,0,50,50,0,0,7,0,7,0,310,310,0,0,2,0,2,0,2,2,0,0,5,5.45,0,0,75,0,75,0,2,2.04,0,2,8,9.16,0,8,2,2.052,0,0,15,17.34,0,15,33,35.18,0,0,20,22.16,0,20,12,12,0,0,798.18,798.18,0,766.53,766.53,0,168,168,0,109,109,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,136.99,136.99,0,546.18,546.18,0,578.48,578.48,0
"2002-11",0,0,0,0,2206.8901,2064.7363,142.1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.1801,798.1801,0,0,0,0,168,168,0,0,0,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,0,142.15,0,0,0,546.18,546.18,0,0,0,0
"2002-12",0,0,0,0,2222.78,2222.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,168,168,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,0,0,0,546.18,546.18,0,0,0,0
"2003-01",0,0,0,0,2222.78,2222.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,148,148,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,0,0,0,566.1801,566.1801,0,0,0,0
"2003-02",0,0,0,0,2175.1199,2175.1184,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,148,148,0,0,0,0,62.42,62.42,0,458.19,458.1885,0.0015,142.15,142.15,0,0,0,0,566.1799,566.1799,0,0,0,0
"2003-03",53,41,12,0,2206.75,2206.75,0,0,0,0,0,0,0,0,0,2,0,2,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,148,148,0,0,0,0,61.32,61.32,0,490.92,490.92,0,142.15,142.15,0,0,0,0,566.1801,566.1801,0,0,0,0
"2003-04",2564,2566.224,0,249,4252.4601,4252.4563,0.0037,138,138,0,0,143,143,0,0,24,24,0,0,1480,1480,0,0,30,30,0,0,8,8,0,0,17,17,0,0,324,324,0,0,7,7,0,7,16,17.32,0,16,10,10,0,0,34,34.904,0,34,113,113,0,0,192,192,0,192,28,28,0,0,798.1801,798.1801,0,985.54,985.54,0,148,148,0,125,125,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,176.13,176.13,0,566.18,566.18,0,758.9,758.9,0
"2003-05",4581,4581,0,542,5632.07,5632.07,0,521,521,0,0,842,842,0,0,72,72,0,0,1507,1507,0,0,57,57,0,0,33,33,0,0,122,122,0,0,446,446,0,0,33,33,0,33,50,50,0,50,100,100,0,0,320,320,0,320,243,243,0,0,139,139,0,139,96,96,0,0,798.18,798.18,0,1642.5699,1642.5699,0,148,148,0,213,213,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,293.55,293.55,0,566.1801,566.1801,0,1260.17,1260.17,0
"2003-06",6031,6103.7571,0,698.0001,6525.3201,6525.3163,0.0037,663,663,0,0,1280,1280,0,0,182,182,0,0,1822,1894.7571,0,0,40,40,0,0,63,63,0,0,140,140,0,0,600,600,0,0,56,56,0,56,68,68,0,68,133,133,0,0,467,467,0,467,275,275,0,0,107,107,0,107,135,135,0,0,798.1801,798.1801,0,2080.5801,2080.5801,0,148,148,0,262,262,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,371.83,371.83,0,566.18,566.18,0,1604.02,1604.02,0
"2003-07",9919,10017.5798,16.3929,1156,6768.5004,6768.5004,0,1064,1064,0,0,1825,1825,0,0,467,467,0,0,2653,2756.2966,0,0,89,89,0,0,133,133,0,0,240,240,0,0,1310,1293.6071,16.3929,0,114,114,0,114,117,117,0,117,233,233,0,0,778,778,0,778,517,517,0,0,147,158.676,0,147,232,232,0,0,798.18,798.18,0,2190.0903,2190.0903,0,148,148,0,277,277,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,391.4,391.4,0,566.1801,566.1801,0,1687.23,1687.23,0
"2003-08",4374.0001,3459.1435,921.9886,568,6086.6399,6086.64,0,648.0001,648.0001,0,0,517,204.5458,312.4542,0,150,150,0,0,1109,632.6302,476.3698,0,44,44,0,0,80,80,0,0,144,144,0,0,709,709,0,0,50,50,0,50,49,49,0,49,67,67,0,0,390,390,0,390,244,142.511,101.489,0,79,86.132,0,79,94,62.3245,31.6755,0,798.18,798.18,0,1861.5699,1861.5699,0,148,148,0,241,241,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,332.69,332.69,0,566.1801,566.1801,0,1428.6,1428.6,0
"2003-09",3673,3574.0603,109.808,440,5161.61,5161.6061,0.0039,627.0001,627.0001,0,0,249,233.2025,15.7975,0,68,68,0,0,1124,1126.0643,0,0,44,44,0,0,100,100,0,0,130,130,0,0,532,532,0,0,31,31,0,31,36,36.72,0,36,24,24,0,0,300,300,0,300,239,182.74,56.26,0,73,81.084,0,73,96,58.2495,37.7505,0,798.1801,798.1801,0,1423.5599,1423.5598,1e-04,148,148,0,178,178,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,254.41,254.41,0,566.18,566.18,0,1098.75,1098.75,0
"2003-10",2144.0001,2242.4263,0,182,3813.78,3813.78,0,243,272.36,0,0,208,215.4959,0,0,23,25.27,0,0,1020.0001,1020.0001,0,0,7,7.22,0,0,7,7.01,0,0,22,23.78,0,0,235,248.8238,0,0,7,7.64,0,7,32,35.64,0,32,7,7.682,0,0,63,73.028,0,63,143,151.78,0,0,80,88.64,0,80,47,58.0564,0,0,798.18,798.18,0,766.53,766.53,0,148,148,0,96,96,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,136.99,136.99,0,566.1801,566.1801,0,591.4799,591.4799,0
"2003-11",15,12,3,0,2206.89,2206.8863,0.0037,0,0,0,0,2,1,1,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,798.1801,798.1801,0,0,0,0,148,148,0,0,0,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,0,0,0,566.18,566.18,0,0,0,0
"2003-12",0,0,0,0,2222.78,2222.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,148,148,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,0,0,0,566.1801,566.1801,0,0,0,0
"2004-01",0,0,0,0,2222.78,2222.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,135,135,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,0,0,0,579.18,579.18,0,0,0,0
"2004-02",0,0,0,0,2175.1199,2175.1185,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,135,135,0,0,0,0,62.42,62.42,0,458.19,458.1885,0.0015,142.15,142.15,0,0,0,0,579.18,579.18,0,0,0,0
"2004-03",996,838.8109,168.4751,81,2206.75,2206.75,0,103,62,41,0,93,55.5248,37.4752,0,10,6,4,0,521,521,0,0,3,2,1,0,3,2,1,0,10,6,4,0,87,52,35,0,3,3.56,0,3,15,16.8,0,15,3,3.578,0,0,28,32.568,0,28,62,37,25,0,35,38.78,0,35,20,0,20,0,798.18,798.18,0,0,0,0,135,135,0,0,0,0,61.32,61.32,0,490.92,490.92,0,142.15,142.15,0,0,0,0,579.18,579.18,0,0,0,0
"2004-04",1444,1448.1591,0,96,4252.4601,4252.4563,0.0037,110,110,0,0,67,67,0,0,17,17,0,0,848,850.9191,0,0,13,13,0,0,8,8,0,0,11,11,0,0,190,190,0,0,6,6,0,6,12,13.24,0,12,4,4,0,0,30,30,0,30,58,58,0,0,48,48,0,48,22,22,0,0,798.1801,798.1801,0,985.54,985.54,0,135,135,0,115,115,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,176.13,176.13,0,579.18,579.18,0,768.9,768.9,0
"2004-05",4390.9999,3233.5752,1157.4246,483,5632.07,5610.0649,22.005,437,437,0,0,650,650,0,0,85,85,0,0,1656.9999,591.8152,1065.1846,0,33,33,0,0,44,44,0,0,100,100,0,0,539.0001,539.0001,0,0,25,25,0,25,51,51,0,51,50,50,0,0,267,267,0,267,235,164.108,70.892,0,140,140,0,140,78,56.652,21.348,0,798.18,798.18,0,1642.5699,1642.5699,0,135,135,0,195,195,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,293.55,271.5449,22.005,579.18,579.18,0,1278.17,1278.17,0
"2004-06",3434.9999,3437.4958,0,334,6525.3201,6525.3163,0.0038,341,341,0,0,488,488,0,0,106,106,0,0,1258.9999,1258.9999,0,0,31,31,0,0,30,30,0,0,60,60,0,0,530,530,0,0,23,23,0,23,41,41,0,41,38,38,0,0,208,208,0,208,145,145,0,0,62,64.496,0,62,73,73,0,0,798.1801,798.1801,0,2080.5801,2080.5801,0,135,135,0,240,240,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,371.83,371.83,0,579.18,579.18,0,1626.02,1626.02,0
"2004-07",3882.9999,3856.0399,35.696,497,6768.5003,6768.5003,0,517,517,0,0,460,460,0,0,109,109,0,0,1125.9999,1125.9999,0,0,36,36,0,0,42,42,0,0,84,84,0,0,624,624,0,0,36,36,0,36,56,56,0,56,63,63,0,0,313,313,0,313,228,228,0,0,92,100.736,0,92,97,61.304,35.696,0,798.18,798.18,0,2190.0903,2190.0903,0,135,135,0,254,254,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,391.4,391.4,0,579.18,579.18,0,1710.23,1710.23,0
"2004-08",1962.9999,1965.8759,0,214,6086.6399,6086.6399,0,261,261,0,0,173,173,0,0,48,48,0,0,646.9999,646.9999,0,0,15,15,0,0,20,20,0,0,44,44,0,0,364,364,0,0,12,12,0,12,22,22,0,22,17,17,0,0,133,133,0,133,116,116,0,0,47,49.876,0,47,44,44,0,0,798.18,798.18,0,1861.5699,1861.5699,0,135,135,0,221,221,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,332.69,332.69,0,579.18,579.18,0,1448.6,1448.6,0
"2004-09",2796,2174.8845,628.2755,311,5161.61,5161.6063,0.0038,474,384.5734,89.4267,0,200,113.2047,86.7953,0,49,17,32,0,942,562.1613,379.8388,0,27,27,0,0,36,36,0,0,71,71,0,0,419,400.0829,18.9172,0,22,22,0,22,30,31.6,0,30,15,15,0,0,189,189,0,189,187,182.74,4.26,0,70,75.56,0,70,65,47.9623,17.0377,0,798.1801,798.1801,0,1423.5599,1423.5601,0,135,135,0,163,163,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,254.41,254.41,0,579.18,579.18,0,1113.75,1113.75,0
"2004-10",1367,1432.7018,5,120,3813.78,3813.78,0,168,188.36,0,0,127,145.85,0,0,13,8,5,0,649,649,0,0,5,5.3,0,0,5,5.15,0,0,15,16.35,0,0,138,146.3138,0,0,5,5.6,0,5,22,24.44,0,22,5,5.63,0,0,43,49.908,0,43,90,95.4,0,0,50,55.4,0,50,32,32,0,0,798.18,798.18,0,766.53,766.53,0,135,135,0,88,88,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,136.99,136.99,0,579.18,579.18,0,599.48,599.48,0
"2004-11",0,0,0,0,2206.89,2206.8863,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.1801,798.1801,0,0,0,0,135,135,0,0,0,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,0,0,0,579.18,579.18,0,0,0,0
"2004-12",0,0,0,0,2222.78,2222.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,135,135,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,0,0,0,579.18,579.18,0,0,0,0
"2005-01",0,0,0,0,2222.7799,2222.7799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,159,159,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,0,0,0,555.1799,555.1799,0,0,0,0
"2005-02",0,0,0,0,2175.12,2175.1185,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,159,159,0,0,0,0,62.42,62.42,0,458.19,458.1885,0.0015,142.15,142.15,0,0,0,0,555.1801,555.1801,0,0,0,0
"2005-03",0,0,0,0,2206.7499,2206.7499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,159,159,0,0,0,0,61.32,61.32,0,490.92,490.92,0,142.15,142.15,0,0,0,0,555.1799,555.1799,0,0,0,0
"2005-04",1398.0001,1409.6256,0,140,4252.4601,4252.4563,0.0037,162,162,0,0,113,121.15,0,0,13,13,0,0,669.0001,671.1556,0,0,13,13,0,0,8,8,0,0,18,18,0,0,121,121,0,0,6,6,0,6,16,17.32,0,16,7,7,0,0,47,47,0,47,100,100,0,0,71,71,0,71,34,34,0,0,798.1801,798.1801,0,985.54,985.54,0,159,159,0,135,135,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,176.13,176.13,0,555.18,555.18,0,748.9,748.9,0
"2005-05",4000,4002.6233,0,468.0001,5632.0699,5632.0699,0,437,437,0,0,610,610,0,0,75,75,0,0,1396,1398.6233,0,0,33,33,0,0,44,44,0,0,100,100,0,0,479,479,0,0,25,25,0,25,49,49,0,49,50,50,0,0,260,260,0,260,230,230,0,0,134,134,0,134,78,78,0,0,798.18,798.18,0,1642.5699,1642.5699,0,159,159,0,230,230,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,293.55,293.55,0,555.1799,555.1799,0,1243.17,1243.17,0
"2005-06",4125.9999,4129.1959,0,463,6525.3201,6525.3166,0.0038,507,507,0,0,711.9999,711.9999,0,0,100,100,0,0,1342,1342,0,0,31,31,0,0,40,40,0,0,87,87,0,0,470,470,0,0,31,31,0,31,53,53,0,53,50,50,0,0,292,292,0,292,216,216,0,0,87,90.196,0,87,108,108,0,0,798.1801,798.1801,0,2080.5801,2080.5803,0,159,159,0,282,282,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,371.83,371.83,0,555.18,555.18,0,1584.02,1584.02,0
"2005-07",6056,5048.3478,1025.2802,695,6768.5003,6768.5003,0,709,630.046,78.9539,0,687,687,0,0,165,165,0,0,2026.0001,1079.6738,946.3262,0,50,50,0,0,58,58,0,0,121,121,0,0,997.9999,997.9999,0,0,50,50,0,50,78,78,0,78,88,88,0,0,433,433,0,433,328,328,0,0,134,147.072,0,134,131,135.556,0,0,798.18,798.18,0,2190.0903,2190.0903,0,159,159,0,299,299,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,391.4,391.4,0,555.1799,555.1799,0,1665.23,1665.23,0
"2005-08",3190,2670.7867,523.3132,347,6086.6399,6086.6399,0,418,418,0,0,263,263,0,0,85,85,0,0,1030,581.4432,448.5568,0,31,31,0,0,40,40,0,0,69,69,0,0,626,626,0,0,24,24,0,24,35,35,0,35,25,25,0,0,213,213,0,213,184,129.511,54.489,0,75,79.1,0,75,72,51.7326,20.2674,0,798.18,798.18,0,1861.5699,1861.5699,0,159,159,0,260,260,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,332.69,332.69,0,555.1799,555.1799,0,1409.6,1409.6,0
"2005-09",3786,2224.3577,1570.7023,402,5161.61,5161.6062,0.0038,611,337.8305,273.1695,0,269,140,129,0,69,24,45,0,1282,466.8904,815.1096,0,33,33,0,0,45,45,0,0,88,88,0,0,634,429.1304,204.8695,0,28,28,0,28,40,41.8,0,40,19,19,0,0,239,239,0,239,250,182.74,67.26,0,95,102.26,0,95,84,47.7063,36.2937,0,798.1801,798.1801,0,1423.5599,1423.5599,0,159,159,0,192,192,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,254.41,254.41,0,555.18,555.18,0,1084.75,1084.75,0
"2005-10",941,986.9822,7.1944,88,3813.7799,3813.7799,1e-04,127,142.04,0,0,98,112.9,0,0,10,2.8056,7.1944,0,418,418,0,0,3,3.38,0,0,3,3.29,0,0,12,12.88,0,0,88,93.3726,0,0,3,3.56,0,3,15,16.8,0,15,3,3.578,0,0,32,36.792,0,32,68,72.28,0,0,38,42.304,0,38,23,23,0,0,798.18,798.18,0,766.53,766.53,1e-04,159,159,0,104,104,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,136.99,136.99,0,555.1799,555.1799,0,583.48,583.48,0
"2005-11",184,160.128,30,18,2206.89,2206.8862,0.0037,28,31.56,0,0,25,15,10,0,2,0,2,0,72,72,0,0,0,0,0,0,0,0,0,0,3,2,1,0,12,7,5,0,0,0,0,0,3,3.56,0,3,2,2.052,0,0,7,7.892,0,7,17,10,7,0,8,9.064,0,8,5,0,5,0,798.1801,798.1801,0,0,0,0,159,159,0,0,0,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,0,0,0,555.18,555.18,0,0,0,0
"2005-12",0,0,0,0,2222.7799,2222.7799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,159,159,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,0,0,0,555.1799,555.1799,0,0,0,0
"2006-01",0,0,0,0,2222.78,2222.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,190,190,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,0,0,0,524.18,524.18,0,0,0,0
"2006-02",0,0,0,0,2175.1199,2175.1184,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,190,190,0,0,0,0,62.42,62.42,0,458.19,458.1885,0.0015,142.15,142.15,0,0,0,0,524.1799,524.1799,0,0,0,0
"2006-03",158,124.524,35.484,17,2206.75,2206.75,0,20,12,8,0,20,8.516,11.484,0,2,0,2,0,72,72,0,0,0,0,0,0,0,0,0,0,2,1,1,0,7,4,3,0,0,0,0,0,3,3.56,0,3,0,0,0,0,7,7.892,0,7,13,8,5,0,7,7.556,0,7,5,0,5,0,798.18,798.18,0,0,0,0,190,190,0,0,0,0,61.32,61.32,0,490.92,490.92,0,142.15,142.15,0,0,0,0,524.18,524.18,0,0,0,0
"2006-04",4776.9998,2698.4212,2084.8948,579,4252.4601,4252.4563,0.0037,421,357.1044,63.8956,0,340,0,340,0,36,0,36,0,2409.9998,775.3221,1634.6779,0,40,40,0,0,19,19,0,0,50,50,0,0,461,451.3387,9.6613,0,19,19,0,19,36,39.72,0,36,25,25,0,0,91,93.596,0,91,310,309.34,0.66,0,433,433,0,433,86,86,0,0,798.1801,798.1801,0,985.54,985.54,0,190,190,0,161,161,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,176.13,176.13,0,524.18,524.18,0,722.9,722.9,0
"2006-05",7055.0002,5094.5864,1960.4136,821.0001,5632.0699,5632.0699,0,791.9999,791.9999,0,0,1292,1032.1702,259.8299,0,117,117,0,0,2266.0002,565.4162,1700.5837,0,71,71,0,0,42,42,0,0,189,189,0,0,766,766,0,0,42,42,0,42,75,75,0,75,167,167,0,0,490,490,0,490,382,382,0,0,214,214,0,214,150,150,0,0,798.18,798.18,0,1642.5699,1642.5699,0,190,190,0,274,274,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,293.55,293.55,0,524.18,524.18,0,1199.17,1199.17,0
"2006-06",10006.0003,9870.2048,144.6224,1113,6525.3201,6525.3163,0.0038,1058,1058,0,0,2070,1925.3776,144.6224,0,327,327,0,0,3016.0002,3024.8271,0,0,80,80,0,0,100,100,0,0,230,230,0,0,1126,1126,0,0,89,89,0,89,106,106,0,106,233,233,0,0,744,744,0,744,444,444,0,0,174,174,0,174,209,209,0,0,798.1801,798.1801,0,2080.5801,2080.5801,0,190,190,0,337,337,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,371.83,371.83,0,524.18,524.18,0,1529.02,1529.02,0
