"Date","02_AGG_IrrigDemand","02_AGG_IrrigSupply","02_AGG_IrrigShortage","02_AGG_IrrigSupDirectFlow","02_AGG_MunDemand","02_AGG_MunSupply","02_AGG_MunShortage","0203837_I_IrrigDemand","0203837_I_IrrigSupply","0203837_I_IrrigShortage","0203837_I_IrrigSupDirectFlow","0200873_IrrigDemand","0200873_IrrigSupply","0200873_IrrigShortage","0200873_IrrigSupDirectFlow","0200809_IrrigDemand","0200809_IrrigSupply","0200809_IrrigShortage","0200809_IrrigSupDirectFlow","0200810_I_IrrigDemand","0200810_I_IrrigSupply","0200810_I_IrrigShortage","0200810_I_IrrigSupDirectFlow","0200817_I_IrrigDemand","0200817_I_IrrigSupply","0200817_I_IrrigShortage","0200817_I_IrrigSupDirectFlow","0200824_I_IrrigDemand","0200824_I_IrrigSupply","0200824_I_IrrigShortage","0200824_I_IrrigSupDirectFlow","0200808_I_IrrigDemand","0200808_I_IrrigSupply","0200808_I_IrrigShortage","0200808_I_IrrigSupDirectFlow","0200872_IrrigDemand","0200872_IrrigSupply","0200872_IrrigShortage","0200872_IrrigSupDirectFlow","0200805_I_IrrigDemand","0200805_I_IrrigSupply","0200805_I_IrrigShortage","0200805_I_IrrigSupDirectFlow","0200825_I_IrrigDemand","0200825_I_IrrigSupply","0200825_I_IrrigShortage","0200825_I_IrrigSupDirectFlow","0200837_I_IrrigDemand","0200837_I_IrrigSupply","0200837_I_IrrigShortage","0200837_I_IrrigSupDirectFlow","0200826_IrrigDemand","0200826_IrrigSupply","0200826_IrrigShortage","0200826_IrrigSupDirectFlow","0200915_IrrigDemand","0200915_IrrigSupply","0200915_IrrigShortage","0200915_IrrigSupDirectFlow","0200834_I_IrrigDemand","0200834_I_IrrigSupply","0200834_I_IrrigShortage","0200834_I_IrrigSupDirectFlow","0200812_I_IrrigDemand","0200812_I_IrrigSupply","0200812_I_IrrigShortage","0200812_I_IrrigSupDirectFlow","0200821_IrrigDemand","0200821_IrrigSupply","0200821_IrrigShortage","0200821_IrrigSupDirectFlow","0200822_IrrigDemand","0200822_IrrigSupply","0200822_IrrigShortage","0200822_IrrigSupDirectFlow","0203876_I_IrrigDemand","0203876_I_IrrigSupply","0203876_I_IrrigShortage","0203876_I_IrrigSupDirectFlow","0200836_IrrigDemand","0200836_IrrigSupply","0200836_IrrigShortage","0200836_IrrigSupDirectFlow","0200813_I_IrrigDemand","0200813_I_IrrigSupply","0200813_I_IrrigShortage","0200813_I_IrrigSupDirectFlow","0200830_IrrigDemand","0200830_IrrigSupply","0200830_IrrigShortage","0200830_IrrigSupDirectFlow","0200828_I_IrrigDemand","0200828_I_IrrigSupply","0200828_I_IrrigShortage","0200828_I_IrrigSupDirectFlow","02_ADP003_IrrigDemand","02_ADP003_IrrigSupply","02_ADP003_IrrigShortage","02_ADP003_IrrigSupDirectFlow","0200871_IrrigDemand","0200871_IrrigSupply","0200871_IrrigShortage","0200871_IrrigSupDirectFlow","0200874_IrrigDemand","0200874_IrrigSupply","0200874_IrrigShortage","0200874_IrrigSupDirectFlow","02_Nglenn_I_MunDemand","02_Nglenn_I_MunSupply","02_Nglenn_I_MunShortage","02_Nglenn_O_MunDemand","02_Nglenn_O_MunSupply","02_Nglenn_O_MunShortage","02_Thorn_I_MunDemand","02_Thorn_I_MunSupply","02_Thorn_I_MunShortage","02_Thorn_O_MunDemand","02_Thorn_O_MunSupply","02_Thorn_O_MunShortage","02_Westy_I_MunDemand","02_Westy_I_MunSupply","02_Westy_I_MunShortage","02_Westy_O_MunDemand","02_Westy_O_MunSupply","02_Westy_O_MunShortage"
"2003-07",117189.9993,109665.4584,9343.394,8418.2712,6611.6599,6611.6602,0,15601.001,16572.5469,0,0,632.0001,635.7551,0,632.0001,4371,4652.917,0,4371.0005,2077,2110.7019,0,0,9979.999,9400.2139,579.785,0,4373,4634.5078,0,0,6956.9995,5141.854,1815.1461,0,688,699.2461,0,688,12190,12344.5693,0,0,6135,6235.6094,0,0,1267,1009.3995,257.6003,0,459,424.2706,34.7294,424.2706,1319.9999,650.9298,669.0701,0,9989,9989,4e-04,0,4650,4224.541,425.4588,0,1876,1592.844,283.1559,0,3118,3118,0,1e-04,8384,8384,0,0,1319.9999,1319.9999,0,1319.9999,5407,4345.7163,1061.2836,0,2968,2968.0002,0,1e-04,6922,6849.3354,72.6648,0,640.9999,640.9999,0,640.9999,5523,1378.5002,4144.4995,0,342,342,0,342,219.15,219.15,0,525.53,525.53,0,910.33,910.33,0,2183,2183.0002,0,782.0699,782.0699,0,1991.58,1991.58,0
"2003-08",72734.001,70574.7613,3382.1168,5291.3163,5906.64,5906.64,0,8303,8646.3193,0,0,308,308.2664,0,308,2453,2611.0991,0,2453,1116,1152.5137,0,0,6178,6178,1e-04,0,2460,2779.1953,0,0,3559,3582.4219,0,0,386,386,0,386,10044.001,10044,7e-04,0,3756,3824.8752,0,0,857.0001,857.0001,0,0,259,259,0,259,1631,650.9149,980.0851,0,6393,6393,2e-04,0,2556,2634.9529,0,0,1197,1197,0,0,1849,1849.0001,0,1e-04,5607,5801.1563,0,0,907,907,0,907,2979,2979.0356,0,0,1878,1878.0001,0,1e-04,4421,4421.041,0,0,428,428,0,428,3027,624.9693,2402.0308,368.3161,182,182,0,182,219.15,219.15,0,446.7,446.7,0,910.33,910.33,0,1855.55,1855.55,0,782.0699,782.0699,0,1692.84,1692.84,0
"2003-09",47633.9999,46389.8964,1682.3298,4751.4353,4966.63,4966.63,1e-04,6256,6477.1914,0,0,256,256.2647,0,256,2414,2414,0,2414,889,889,0,0,3366.0002,3366.0002,0,0,1814,1948.8917,0,0,2980,3032.9124,0,0,330,330,0,330,5267.9995,5267.9995,0,0,2357,2385.8423,0,0,545.0001,545.0001,0,0,247,247,0,247,1383.0001,1383.0002,0,0,3157,3157,0,0,2110,2110.0771,0,0,897,897,0,1e-04,1178,1178,0,2e-04,3076,3076,0,0,604,604,0,604,2218,2218.0237,0,0,809,809,0,1e-04,2867,2867.0227,0,0,396,396,0,396,2069,386.6703,1682.3297,356.4349,148,148,0,148,219.15,219.15,0,341.6,341.6,0,910.3301,910.33,1e-04,1418.95,1418.95,0,782.07,782.07,0,1294.53,1294.53,0
"2003-10",24787.9991,24492.2776,1428.346,2755.3164,3556.5899,3556.5899,0,4772.9995,4921.5747,0,0,225,225.1901,0,225,1423,1606.3492,0,1423,469,544.938,0,0,2473,2473.0002,0,0,1059,1066.5337,0,0,2291.9998,2291.9998,0,0,282,282,0,282,1304,1304,0,0,1012.9999,1099.7224,0,0,212,237.24,0,0,115,121.9,0,115,627,627,0,0,1067.9999,1108.1938,0,0,994.0001,1222.9857,0,0,259,299.8842,0,1e-04,622,671.8828,0,1e-04,1771,1850.5912,0,0,113,130.15,0,113,801,883.8134,0,0,200,218.5958,0,1e-04,659,680.283,0,0,111,129.7955,0,111,1805,376.6541,1428.3459,368.3161,118,118,0,118,219.15,219.15,0,183.94,183.94,0,910.33,910.33,0,764.05,764.05,0,782.0699,782.0699,0,697.05,697.05,0
"2003-11",143,150.9201,0,37.0002,1911.5501,1911.5501,0,21,21.8588,0,0,2,2,0,2,16,18.138,0,16,6,7.1335,0,0,14,14.6676,0,0,4,4,0,0,28,28,0,0,2,2,0,2,0,0,0,0,6,6.4642,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,6,7.4828,0,0,2,2.078,0,1e-04,3,3.3051,0,1e-04,5,5,0,0,2,2.1,0,2,4,4.692,0,0,2,2,0,1e-04,5,5.0001,0,0,0,0,0,0,11,11,0,11,2,2,0,2,219.15,219.15,0,0,0,0,910.3301,910.3301,0,0,0,0,782.07,782.07,0,0,0,0
"2003-12",0,0,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"2004-01",0,0,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"2004-02",0,0,0,0,1911.5499,1911.5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.07,782.07,0,0,0,0
"2004-03",10876.0001,11409.9705,0,886.1104,1911.55,1911.55,0,1740,1823.0184,0,0,105,105.0919,0,83.5537,556,627.9906,0,556,216,250.8073,0,0,1374.9999,1441.9894,0,0,477,477,0,0,1020.0001,1020.0001,0,0,110,110,0,20.5671,526,526,0,0,640.9999,695.8872,0,0,120,134.4,0,0,70,74.2,0,70,0,0,0,0,632.0001,656.0256,0,0,438,467.64,0,0,153,177.0899,0,1e-04,281,303.693,0,2e-04,497,519.2444,0,0,82,94.1,0,82,344,379.5079,0,0,133,145.2453,0,1e-04,433,446.762,0,0,41,48.0866,0,41,836,836.1908,0,0,50,50,0,32.9893,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"2004-04",40440.9996,40045.214,508.0485,3561.4353,4026.6001,4026.6,1e-04,6831,6831,0,0,286,286,0,286,2093,2093,0,2093,758,758,0,0,1579,1580.9994,0,0,2678,2678.0154,0,0,3083,3083,0,0,222,222,0,222,3436.9998,3437,0,0,2317,2317,0,0,347,347,0,0,139,139,0,139,1616.9999,1617,0,0,4386,4386,0,0,1759,1759,0,0,334,334,0,1e-04,830.9999,831,0,3e-04,2419,2522.7727,0,0,239,239,0,239,1297,1297.0131,0,0,326,326,0,1e-04,1968,1968.0093,0,0,124,130.4526,0,124,1269,760.9515,508.0485,356.4349,102,102,0,102,219.15,219.15,0,236.49,236.49,0,910.3301,910.3301,0,982.35,982.35,0,782.07,782.07,0,896.21,896.21,1e-04
"2004-05",76536.9998,73270.5242,4138.3404,5710.0001,5436.63,5436.63,0,11097,11677.5693,0,0,504,512.8908,0,504,3004.9998,3004.9998,0,3004.9998,1030,1030,0,0,5073.0005,5073.0005,1e-04,0,5627,5627.0356,0,0,4447,4696.9658,0,0,400,407.892,0,400,6117,6116.9995,2e-04,0,5248,5248.0005,0,0,832.0001,832.0001,0,0,348,348,0,348,1968,876.0492,1091.9508,0,5034,5033.9995,3e-04,0,3555,3555,0,0,1052,1052.0001,0,1e-04,2353,2353.0002,0,1e-04,4892.9995,4913.436,0,0,900,900,0,900,3226,3226.0305,0,0,1200,1200,0,1e-04,4700,4700.0234,0,0,351,351,0,351,3375,328.6112,3046.3889,0,202,206.02,0,202,219.15,219.15,0,394.15,394.15,0,910.33,910.33,0,1637.25,1637.25,0,782.0699,782.0699,0,1493.6801,1493.6801,0
"2004-06",61848.0004,63121.6097,1627.4203,4591.4353,6376.6604,6376.6602,2e-04,8517,9484.751,0,0,380,414.0204,0,380,2185,2426.6274,0,2185,732,821.3284,0,0,3839,3839,0,0,1106,2066.3171,0,0,2886,3182.1274,0,0,368,368,0,368,12556,12556.001,0,0,3212,3251.4097,0,0,674,674,0,0,209,209,0,209,1825,1825.0001,0,0,4311,4376.2769,0,0,2129,2293.3743,0,0,714.0001,714.0001,0,1e-04,1389.0001,1400.1938,0,3e-04,4070.0002,4070.0002,1e-04,0,630,630,0,630,2177,2203.5193,0,0,910,909.9999,1e-04,1e-04,3549,3549.0303,0,0,283,288.0526,0,283,3017,1389.5798,1627.4202,356.4349,180,180,0,180,219.15,219.15,0,499.26,499.26,0,910.3301,910.3301,0,2073.8503,2073.8501,2e-04,782.07,782.07,0,1892,1892,0
"2004-07",75408.0021,76659.3401,2207.1602,5372.3168,6611.6599,6611.6602,0,10078.001,10088.4961,0,0,340,340.2976,0,340,2482.0002,2779.325,0,2482.0002,1032.9999,1169.4905,0,0,7492,7492.001,0,0,1230,2035.5594,0,0,3394.9998,3394.9998,0,0,390,390,0,390,11750.001,12870.0303,0,0,3956.0002,4245.9878,0,0,926,926,0,0,342,342,0,342,1795.0001,1795.0001,0,0,6658,6758.6362,0,0,2172,2520.7776,0,0,923.9999,995.8713,0,1e-04,1676,1783.5707,0,3e-04,5691,5691,0,0,935,935,0,935,2467,2616.5469,0,0,1825,1825.0001,0,1e-04,4539,4539.0537,0,0,325,344.8562,0,325,2797,589.8398,2207.1602,368.3161,190,190,0,190,219.15,219.15,0,525.53,525.53,0,910.33,910.33,0,2183,2183,0,782.0699,782.0699,0,1991.58,1991.5802,0
"2004-08",58689.9985,58280.3018,1594.5697,4072.3165,5906.64,5906.64,1e-04,6598,6598,0,0,218,218.1877,0,218,1654,1821.7937,0,1654,666,736.338,0,0,5731,5731,2e-04,0,773,773,0,0,1926,1926,0,0,252,252,0,252,8895,9332.2676,0,0,3206,3441.0149,0,0,736,736,0,0,327,327,0,327,2033.9999,2033.9999,0,0,5813,5856.9717,0,0,1757.9999,1876.7954,0,0,838,857.4099,0,1e-04,1385,1440.4877,0,3e-04,4754.9995,4754.9995,0,0,838,838,0,838,2018.9999,2055.5601,0,0,1647,1647.0001,0,1e-04,4209.9995,4210.0454,0,0,293,293,0,293,1995.9999,401.4304,1594.5695,368.3161,122,122,0,122,219.15,219.15,0,446.7,446.7,0,910.33,910.33,0,1855.55,1855.5499,1e-04,782.0699,782.0699,0,1692.84,1692.8401,0
"2004-09",39126.0003,37933.2069,1440.9236,3934.4351,4966.63,4966.6301,1e-04,5204,5204,2e-04,0,222,222.1974,0,222,1928.9999,1929.0737,0,1928.9999,770.0001,776.1128,0,0,3634.0002,3754.2029,0,0,1630,1660.4441,0,0,2337,2337,0,0,268,268,0,268,2688,2688,0,0,1805,1871.1503,0,0,514,514,0,0,310,310,0,310,1786,1796.2343,0,0,2788,2788,0,0,1846.0001,1846.0464,0,0,635.9999,635.9999,0,1e-04,907,921.6307,0,1e-04,2423,2423,1e-04,0,454,454,0,454,1828,1828.0205,0,0,624.0001,624.0001,0,1e-04,2326,2326.0173,0,0,273,273,0,273,1802,361.0765,1440.9233,356.4349,122,122,0,122,219.15,219.15,0,341.6,341.6,0,910.3301,910.33,1e-04,1418.95,1418.9501,0,782.07,782.07,0,1294.53,1294.53,0
"2004-10",16662,17021.7979,696.3285,1878.3165,3556.5899,3556.5899,0,3356,3516.2163,0,0,142,142.1274,0,142,884,997.976,0,884,286,332.3652,0,0,1890,1982.277,0,0,707,707,0,0,1466,1466,0,0,173,173,0,173,540,540,0,0,701,761.1402,0,0,158,177.16,0,0,80,84.8,0,80,505,807.6916,0,0,865,897.4874,0,0,648.0001,702.455,0,0,175,202.4623,0,1e-04,417,450.5817,0,3e-04,1142.9999,1142.9999,0,0,83,95.65,0,83,525,579.0687,0,0,148,161.5005,0,1e-04,497,512.8423,0,0,73,85.325,0,73,1125,428.6715,696.3285,368.3161,75,75,0,75,219.15,219.15,0,183.94,183.94,0,910.33,910.33,0,764.05,764.05,0,782.0699,782.0699,0,697.05,697.05,0
"2004-11",155,158.054,0,3e-04,1911.5501,1911.5501,0,13,13.6275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15.8873,0,0,4,4,0,0,8,8,0,0,0,0,0,0,85,85,0,0,7,7.7452,0,0,2,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,2.078,0,1e-04,2,2,0,1e-04,3,3.0714,0,0,0,0,0,0,3,3.2847,0,0,2,2,0,1e-04,6,6.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.3301,910.3301,0,0,0,0,782.07,782.07,0,0,0,0
"2004-12",0,0,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"2005-01",0,0,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"2005-02",622,622,0,0,1911.5499,1911.5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.07,782.07,0,0,0,0
"2005-03",3427,3549.4995,0,157.0002,1911.55,1911.55,0,423,443.2703,0,0,0,0,0,0,39,43.8657,0,39,16,16,0,0,462,484.5368,0,0,129,129,0,0,134,134,0,0,0,0,0,0,1060,1060,0,0,215,233.2632,0,0,38,42.76,0,0,20,21.2,0,20,0,0,0,0,123,127.6842,0,0,86,86,0,0,34,39.5755,0,1e-04,72,77.7174,0,1e-04,129,134.9278,0,0,33,38.15,0,33,85,93.954,0,0,67,73.3505,0,1e-04,197,203.2409,0,0,13,15.0031,0,13,52,52,0,52,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"2005-04",29588.0002,29657.5011,0,2905.4354,4026.6001,4026.5999,2e-04,4748,4748,0,0,184,184,0,184,1767,1767,0,1767,677,677,0,0,2861,2861,0,0,1876,1876.0099,0,0,3795,3795,0,0,238,238,0,238,2264,2264,0,0,1254.0001,1254.0001,0,0,191,191,0,0,87,87,0,87,792,831.7627,0,0,1896,1896,0,0,1184,1184,0,0,274,274,0,1e-04,615,615.0001,0,3e-04,1433,1448.4266,0,0,110,117.5,0,110,826,826.0087,0,0,212,212,0,1e-04,1150,1150.0072,0,0,82,86.267,0,82,991,993.5187,0,356.4349,81,81,0,81,219.15,219.15,0,236.49,236.49,0,910.3301,910.3301,0,982.35,982.3499,1e-04,782.07,782.07,0,896.21,896.21,1e-04
"2005-05",73811.0005,75021.3534,4e-04,5464.3168,5436.63,5436.63,1e-04,10064,10460.2168,0,0,433,433,0,433,3016.0002,3016.0002,0,3016.0002,1032.0001,1032.0001,0,0,5454,5476.1367,0,0,4452.0005,4452.0278,0,0,4580,4580,0,0,382,391.348,0,382,8954,9455.6797,0,0,3691,3691,0,0,674,674,0,0,173,173,0,173,2637,2724.0222,0,0,5910,5909.9995,3e-04,0,2977,2977,0,0,923.9999,923.9999,1e-04,1e-04,1982.9999,1982.9999,0,3e-04,4717,4903.3403,0,0,595,595,0,595,2806,2806.0242,0,0,752,751.9999,1e-04,1e-04,4328,4328.0171,0,0,322,322,0,322,2779.9998,2783.791,0,368.3161,175,178.75,0,175,219.15,219.15,0,394.15,394.15,0,910.33,910.33,0,1637.25,1637.25,1e-04,782.0699,782.0699,0,1493.6801,1493.6801,0
"2005-06",52025.0002,56396.8531,2e-04,4180.4355,6376.6604,6376.6602,2e-04,7004,8288.3438,0,0,397,426.6212,0,397,2020.0001,2150.3054,0,2020.0001,702,719.1973,0,0,2873,4020.1543,0,0,2430,2546.1846,0,0,3000,3337.1184,0,0,353,383.32,0,353,6916,7909.4468,0,0,2480,2480,0,0,508,508,0,0,181,181,0,181,2670,2711.5498,0,0,3547,3547.0002,0,0,2215,2232.1182,0,0,676,676,0,1e-04,1419,1418.9999,1e-04,3e-04,3669.9998,3890.6636,0,0,440,440,0,440,2218,2218.0247,0,0,600,599.9999,1e-04,1e-04,2089,2089.0166,0,0,268,268,0,268,3184.0002,3188.2285,0,356.4349,165,167.56,0,165,219.15,219.15,0,499.26,499.26,0,910.3301,910.3301,0,2073.8503,2073.8501,2e-04,782.07,782.07,0,1892,1892,0
"2005-07",108300.9988,102342.1512,7184.872,8180.3164,6611.6599,6611.6599,0,14367,14690.1768,0,0,603.0001,603.5247,0,603.0001,4018,4277.2837,0,4018,1923.0001,1954.5013,0,0,8998,8998,0,0,3934.9998,4345.5073,0,0,6583,4695.0654,1887.9347,0,622,622,0,622,11131,11131,5e-04,0,5487,5687.9688,0,0,1246,956.5193,289.4807,0,407,407,0,407,1607.9999,623.915,984.0849,0,9690.999,9690.998,9e-04,0,4179,3775.7498,403.2501,0,1661,1530.1433,130.8567,0,2776,2776,0,1e-04,7811,7811,0,0,1263,1263,0,1263,4921,4188.7021,732.2978,0,2729,2729,0,1e-04,6313,6313.0615,0,0,581,581,0,581,5130,2373.0342,2756.9658,368.3161,318,318,0,318,219.15,219.15,0,525.53,525.53,0,910.33,910.33,0,2183,2183,0,782.0699,782.0699,0,1991.58,1991.58,0
"2005-08",78254,74306.6598,4987.5389,5546.3165,5906.64,5906.64,0,8890,8970.1563,0,0,315,315.2757,0,315,2515,2677.0066,0,2515,1139,1176.0436,0,0,7014,7014,1e-04,0,2738,3093.5664,0,0,3643.9998,3668.0923,0,0,391,391,0,391,9120,9120,2e-04,0,4158,4234.1563,0,0,948,948,0,0,290,290,0,290,3042.9998,650.9149,2392.0847,0,6820,6820,0,0,2728,2812.3008,0,0,1289,1289.0001,0,1e-04,2016,2016,0,2e-04,6117,6337.5161,0,0,1015,1015,0,1015,3181,3181.0381,0,0,2137,2137.0002,0,1e-04,4967.0005,4967.0464,0,0,466,466,0,466,3127,531.5461,2595.4539,368.3161,186,186,0,186,219.15,219.15,0,446.7,446.7,0,910.33,910.33,0,1855.55,1855.55,0,782.0699,782.0699,0,1692.84,1692.84,0
"2005-09",60252.9996,55855.2693,4924.8983,5657.0001,4966.63,4966.63,0,8312,8631.3828,0,0,325,325,0,325,3146.9998,3147,0,3147,1209.0001,1209.0001,0,0,4786,4785.9985,0.0014,0,2281,2450.9043,0,0,3990.9998,3921.595,69.405,0,407,407,0,407,3647,3647.0002,0,0,3082,3119.6997,0,0,683,683,0,0,290,290,0,290,2479,593.5629,1885.437,0,4248,4248.1509,0,0,2677,2338.9644,338.0356,0,1170,1170,0,0,1531,1531,0,1e-04,4171,4171,0,0,791,791,0,791,2937,2817.5305,119.4694,0,1062,1062,0,1e-04,3781,3781.03,0,0,508,508,0,508,2549,36.45,2512.5498,0,189,189,0,189,219.15,219.15,0,341.6,341.6,0,910.3301,910.3301,0,1418.95,1418.95,0,782.07,782.07,0,1294.53,1294.53,0
"2005-10",8350,8571.9763,164.9202,1204.3164,3556.5899,3556.59,0,1176,1176,0,0,82,82.4063,0,82,492,555.4387,0,492,173,201.3503,0,0,505,505,0,0,307,359.2845,0,0,775,775,0,0,105,105,0,105,902,902.0001,0,0,346,375.4166,0,0,70,78.4,0,0,43,45.78,0,43,627,637.9568,0,0,372,386.2038,0,0,338,412.4648,0,0,98,113.6589,0,1e-04,203,219.3653,0,1e-04,410,428.6442,0,0,38,43.9,0,38,256,282.3165,0,0,69,75.3319,0,1e-04,230,237.2011,0,0,33,38.777,0,33,657,492.0798,164.9202,368.3161,43,43,0,43,219.15,219.15,0,183.94,183.94,0,910.33,910.33,0,764.05,764.05,0,782.0699,782.0699,0,697.05,697.05,0
"2005-11",1949,2056.6743,0,141.9349,1911.5501,1911.5501,0,346,362.6037,0,0,13,13,0,13,84,94.7636,0,84,30,34.6677,0,0,304,318.9063,0,0,112,130.7325,0,0,156,156,0,0,15,15,0,10.9346,206,206,0,0,94,102.0871,0,0,13,14.76,0,0,8,8.68,0,8,0,4.5082,0,0,46,47.8133,0,0,77,77,0,0,19,21.8216,0,1e-04,59,63.9305,0,1e-04,86,89.7288,0,0,8,9.4,0,8,65,71.5731,0,0,18,19.6922,0,1e-04,59,61.0802,0,0,11,12.9257,0,11,113,113,0,0,7,7,0,7,219.15,219.15,0,0,0,0,910.3301,910.3301,0,0,0,0,782.07,782.07,0,0,0,0
"2005-12",0,0,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"2006-01",0,0,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"2006-02",989.9999,989.9999,0,0,1911.5499,1911.5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989.9999,989.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.07,782.07,0,0,0,0
"2006-03",1404,1556.7154,0,240.0003,1911.55,1911.55,0,246,257.8326,0,0,13,13,0,13,76,85.6946,0,76,30,34.6677,0,0,200,209.76,0,0,70,81.5828,0,0,136,136,0,0,12,12,0,12,0,71,0,0,99,107.2703,0,0,12,13.24,0,0,12,12.52,0,12,0,0,0,0,35,36.511,0,0,69,69,0,0,23,26.8893,0,1e-04,44,47.4047,0,1e-04,51,53.2854,0,0,12,13.6,0,12,51,56.5724,0,0,25,27.092,0,1e-04,73,75.5603,0,0,6,7.2322,0,6,102,102,0,102,7,7,0,7,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
