"Date","40_AGG_IrrigDemand","40_AGG_IrrigSupply","40_AGG_IrrigShortage","40_AGG_IrrigSupDirectFlow","40_AGG_MunDemand","40_AGG_MunSupply","40_AGG_MunShortage","4000820_D_IrrigDemand","4000820_D_IrrigSupply","4000820_D_IrrigShortage","4000820_D_IrrigSupDirectFlow","4000751_I_IrrigDemand","4000751_I_IrrigSupply","4000751_I_IrrigShortage","4000751_I_IrrigSupDirectFlow","4000701_D_IrrigDemand","4000701_D_IrrigSupply","4000701_D_IrrigShortage","4000701_D_IrrigSupDirectFlow","4000703_D_IrrigDemand","4000703_D_IrrigSupply","4000703_D_IrrigShortage","4000703_D_IrrigSupDirectFlow","40_ADG019_IrrigDemand","40_ADG020_IrrigDemand","40_ADG021_IrrigDemand","40_ADG022_IrrigDemand","40_ADG023_IrrigDemand","40_ADG024_IrrigDemand","40_ADG025_IrrigDemand","40_ADG026_IrrigDemand","40_ADG027_IrrigDemand","40_ADG028_IrrigDemand","40_ADG029_IrrigDemand","40_ADG030_IrrigDemand","40_ADG039_IrrigDemand","40_ADG019_IrrigSupply","40_ADG020_IrrigSupply","40_ADG021_IrrigSupply","40_ADG022_IrrigSupply","40_ADG023_IrrigSupply","40_ADG024_IrrigSupply","40_ADG025_IrrigSupply","40_ADG026_IrrigSupply","40_ADG027_IrrigSupply","40_ADG028_IrrigSupply","40_ADG029_IrrigSupply","40_ADG030_IrrigSupply","40_ADG039_IrrigSupply","40_ADG019_IrrigShortage","40_ADG020_IrrigShortage","40_ADG021_IrrigShortage","40_ADG022_IrrigShortage","40_ADG023_IrrigShortage","40_ADG024_IrrigShortage","40_ADG025_IrrigShortage","40_ADG026_IrrigShortage","40_ADG027_IrrigShortage","40_ADG028_IrrigShortage","40_ADG029_IrrigShortage","40_ADG030_IrrigShortage","40_ADG039_IrrigShortage","40_ADG019_IrrigSupDirectFlow","40_ADG020_IrrigSupDirectFlow","40_ADG021_IrrigSupDirectFlow","40_ADG022_IrrigSupDirectFlow","40_ADG023_IrrigSupDirectFlow","40_ADG024_IrrigSupDirectFlow","40_ADG025_IrrigSupDirectFlow","40_ADG026_IrrigSupDirectFlow","40_ADG027_IrrigSupDirectFlow","40_ADG028_IrrigSupDirectFlow","40_ADG029_IrrigSupDirectFlow","40_ADG030_IrrigSupDirectFlow","40_ADG039_IrrigSupDirectFlow","4000549_I_IrrigDemand","4000549_I_IrrigSupply","4000549_I_IrrigShortage","4000549_I_IrrigSupDirectFlow","4000891_D_IrrigDemand","4000891_D_IrrigSupply","4000891_D_IrrigShortage","4000891_D_IrrigSupDirectFlow","4000944_D_IrrigDemand","4000944_D_IrrigSupply","4000944_D_IrrigShortage","4000944_D_IrrigSupDirectFlow","4001166_D_IrrigDemand","4001166_D_IrrigSupply","4001166_D_IrrigShortage","4001166_D_IrrigSupDirectFlow","4001437_D_IrrigDemand","4001437_D_IrrigSupply","4001437_D_IrrigShortage","4001437_D_IrrigSupDirectFlow","4000753_D_IrrigDemand","4000753_D_IrrigSupply","4000753_D_IrrigShortage","4000753_D_IrrigSupDirectFlow"
"2003-07",50309.0007,28014.7717,22294.3067,21081.9127,NA,NA,NA,2000.0002,2000.0002,1e-04,515.4774,1583.9999,1017.3329,566.6669,0,1095.9999,326.0468,769.9531,263.7936,170,0,170,0,40,2706,702,2070,646,1880,1540.0001,3310,2156.0002,4148,1400.0001,3866,2429.0002,40,316.0664,434.8152,2070,314.6513,1880,0,3310.0002,637.3948,2526.8027,92,3513.0076,2429.0779,0,2389.9336,267.1848,0,331.3487,0,1540.0001,0,1518.6053,1621.1975,1308,352.9927,0,40,316.0664,293.3002,2070,287.1513,1880,0,3310.0002,454.9707,1693.6503,0,3168.5024,2429.0002,8522,653.571,7868.4287,0,3830,3830,0,3830,5532,2094.0046,3437.9951,0,152,0,152,0,200,200,0,200,330,330,0,330
"2003-08",39852.0006,21121.2878,18730.7743,18836.0345,NA,NA,NA,1850.0001,1850.0001,0,522.3239,1300,882.36,417.64,0,1065,307.4425,757.5576,307.4425,140,0,140,0,24,1608,550,1230,384,1161,926,2679.9998,1724,2840.0002,856,3411.0002,2049,24,156.9676,293.3001,475.4195,287.1513,1161,0,2680,735.7719,2488.0881,128.223,3168.5024,2049.0615,0,1451.0325,256.6999,754.5805,96.8487,0,926,0,988.2281,351.9118,727.777,242.4978,0,24,156.9676,293.3001,430.4195,287.1513,1161,0,2680,735.7719,2457.9326,128.223,3168.5024,2049,7028.0005,0,7028.0005,0,4052.9998,4052.9998,0,4052.9998,4466,0,4466,0,126,0,126,0,133,133,0,133,248,248,0,248
"2003-09",20869,14102.1328,6773.8876,13193.8823,NA,NA,NA,768,432.1881,335.812,376.9577,526,526,0,0,686,297.525,388.475,297.525,58,0,58,0,0,924,343,708,220,640,518,1387,676,1635,460,1816,1516,7,117.731,267.5218,535.545,216.8786,640.0001,0,1387.0001,574.7004,1635,355.0226,1816,1516.0201,0,806.269,75.4782,172.455,3.1214,0,518,0,101.2996,0,104.9775,0,0,0,117.731,267.5218,535.545,216.8786,640.0001,0,1387.0001,574.7004,1635,355.0226,1816,1516,2762,0,2762,0,3280,3280,0,3280,1718,320,1398,0,50,0,50,0,60,60,0,60,118,118,0,118
"2003-10",23058.9999,14199.0588,8860.8442,13213.2667,NA,NA,NA,1115,426.4507,688.5493,417.7489,804,804,0,0,1333,258.1726,1074.8274,258.1726,46,0,46,0,0,858,278,656,204,586,470,1842.9999,856,1608,416,2356,1515,0.89,114.0575,278,0,180.2326,586,408.4759,1842.9999,837.2689,1083.6935,0,1416.8043,1515.0128,0,743.9425,0,656,23.7674,0,61.5241,0,18.7311,524.3065,416,939.1958,0,0,114.0575,278,0,180.2326,586,406.1335,1842.9999,837.2689,943.8485,0,1416.8043,1515,2270,0,2270,0,4400,4400,0,4400,1326,0,1326,0,40,0,40,0,17,17,0,17,62,30,32,0
"2003-11",2292,2217.4489,74.5516,2193.4484,NA,NA,NA,50,50,0,50,24,24,0,0,228,159.4484,68.5516,159.4484,6,0,6,0,0,0,0,89,0,220,10,142,122,164,25,300,50,0,0,0,89,0,220,10,142,122,164,25,300,50.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,220,10,142,122,164,25,300,50,0,0,0,0,700,700,0,700,156,156,0,156,0,0,0,0,0,0,0,0,6,6,0,6
"2003-12",1208,1095.0863,112.9137,1095.0863,NA,NA,NA,0,0,0,0,0,0,0,0,338,225.0863,112.9137,225.0863,0,0,0,0,0,0,0,92,0,227,0,0,28,165,0,170,4,0,0,0,92,0,227,0,0,28,165,0,170,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,227,0,0,28,165,0,170,4,0,0,0,0,0,0,0,0,184,184,0,184,0,0,0,0,0,0,0,0,0,0,0,0
"2004-01",1250,1073.9052,176.0947,1040.9052,NA,NA,NA,0,0,0,0,0,0,0,0,322,145.9053,176.0947,145.9053,0,0,0,0,0,0,0,92,0,226,0,23,65,148,0,186,4,0,0,0,92,0,226,0,23,65,148,0,186,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,226,0,23,65,148,0,186,4,0,0,0,0,0,0,0,0,184,184,0,151,0,0,0,0,0,0,0,0,0,0,0,0
"2004-02",1558,1300,258,1300,NA,NA,NA,0,0,0,0,0,0,0,0,389,131,258,131,0,0,0,0,0,0,0,86,0,212,0,133,121,138,0,285,5,0,0,0,86,0,212,0,133,121,138,0,285,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,212,0,133,121,138,0,285,5,0,0,0,0,16,16,0,16,173,173,0,173,0,0,0,0,0,0,0,0,0,0,0,0
"2004-03",6387.0001,4464.0051,1925.0001,3782.1347,NA,NA,NA,242,242,0,110.0503,198,198,0,0,2150.0002,251,1899.0001,251,26,0,26,0,0,0,0,92,0,226,100,470,294,381,100,1005.9999,232,0,0,0,92,0,226,100,470,294,381,100,1005.9999,232.0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,226,100,470,294,381,100,1005.9999,232,0,0,0,0,192,192,0,192,653.9999,653.9999,0,304.0845,0,0,0,0,0,2,0,0,24,24,0,24
"2004-04",14255.9999,13967.954,288.052,11000.3079,NA,NA,NA,620,620,0,520.9007,722.9999,722.9999,0,0,861,588.9481,272.052,588.9481,66,66,0,66,0,129,192,121,165,380,29,978.0001,674,1442,193,2182,336,0,129,192,121,165,380,29,978.0001,674,1442,193,2182,336.0061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,192,121,165,380,29,978.0001,674,1442,193,2182,336,932,932,0,0,2116,2116,0,2116,1986.9999,1986.9999,0,773.459,16,0,16,0,30,30,0,30,84,84,0,84
"2004-05",46500.0002,40762.5609,5737.4746,30059.8098,NA,NA,NA,2571,2571,0,538.8141,1368,882.36,485.64,0,1435.9999,311.7213,1124.2787,307.4425,225,24,201,0,60,2044,893,1873.0001,488,1396,1144,2429.9998,2045,4211,1048,4054.0002,1974.0001,60,1349.6096,892.9999,1873.0001,488,1396,1123.9546,2429.9998,1439.4458,4211,1048,4015.1992,1974.0355,0,694.3904,1e-04,0,0,0,20.0454,0,605.5542,0,0,38.8009,0,60,1285.1096,892.9999,1873.0001,488,1396,1105.5632,2429.9998,1439.4458,4211,1048,4015.1992,1974.0001,5180,5180,0,0,4100,4100,0,4100,7114,4681.0713,2432.9287,2184.0715,80,0,80,0,250,250,0,250,516.0001,461.1638,54.8363,461.1638
"2004-06",47339.0011,39351.8953,7987.1605,25244.103,NA,NA,NA,2052,2052,0,525.9691,1190,1021.9484,168.0516,0,1163,369.7625,793.2375,297.525,194,0,194,0,77,2774,1000.0001,2122,662,1900,1554,2778.0002,1640,4136,1390,3724.0002,2283,77,1243.6545,459.3793,2122,360.3884,1900,1033.9657,2778.0005,1175.64,3638.7849,1243.3386,3066.2927,2283.0549,0,1530.3455,540.6207,0,301.6116,0,520.0343,0,464.36,497.2153,146.6614,657.7075,0,77,1243.6545,317.8643,2122,277.8884,1900,980.6424,2778.0005,711.2799,3199.0315,1096.6771,3066.2927,2283,6372,5395.853,976.1468,0,3773,3773,0,3773,5597.0005,4763.5542,833.4459,0,288,0,288,0,267,267,0,267,403,327.2775,75.7225,327.2775
"2004-07",46115.9996,23411.6767,22704.3924,19009.937,NA,NA,NA,1737.0001,1154.0428,582.9572,497.901,1416,1003.333,412.667,0,981,204.7004,776.2996,151.726,152,0,152,0,38,2604,676,1992,620,1802,1464,2925.9998,1890,3964,1324,3456,2160,38,402.4575,293.3001,1992,287.1513,1802,0,2926,429.7228,1337.2477,15.3386,3276.7458,2160.0693,0,2201.5422,382.6999,0,332.8487,0,1464,0,1460.2772,2626.7522,1308.6615,179.2542,0,38,402.4575,293.3001,1992,287.1513,1802,0,2926,421.6928,943.8485,0,3101.8601,2160,7622,0,7622,0,3811.9998,3811.9998,0,3811.9998,4892,2038.0048,2853.9954,0,136,0,136,0,180,180,0,180,272,59.5627,212.4373,0
"2004-08",34188.9999,16845.5656,17343.4852,15491.3552,NA,NA,NA,1536,626.4716,909.5283,500.4624,1082,882.36,199.64,0,887,304.528,582.472,304.528,118,0,118,0,22,1466,500.0001,1122,350,1083,838,2230,1432,2563.9998,768,2835,1789,22,88.6779,293.3001,776.2098,287.1513,1083,0,2230,701.5893,1229.2266,0,2835,1789.0509,0,1377.322,206.6999,345.7903,62.8487,0,838,0,730.4107,1334.7733,768,0,0,22,88.6779,293.3001,430.4195,287.1513,1083,0,2230,701.5893,1229.2266,0,2835,1789,5848,0,5848,0,3580,3580,0,3580,3714,0,3714,0,104,0,104,0,117,117,0,117,204,0,204,0
"2004-09",20179,14922.2342,5262.7816,14168.1064,NA,NA,NA,613,484.2603,128.7397,376.1483,457,457,0,0,617,336.396,280.604,336.396,46,0,46,0,0,788,346,602,188,851,442,1595,558,1388,388,1948,1675,6,42.862,204.0737,602,124.8639,851,33.697,1595,544.0655,1388,388,1948,1675.0157,0,745.138,141.9263,0,63.1361,0,408.303,0,13.9345,0,0,0,0,0,42.862,204.0737,602,124.8639,851,33.697,1595,544.0655,1388,388,1948,1675,2204,0,2204,0,3758,3758,0,3758,1374,183,1191,0,40,0,40,0,206,206,0,206,95,95,0,95
"2004-10",14924.0004,12428.5804,2501.3165,11719.8172,NA,NA,NA,640,609.3193,30.6808,303.52,387,387,0,0,688.9999,290.264,398.736,290.264,22,0,22,0,0,582,190,446,138,683,324,1163,417,1077,274,1167,1533,1.89,323.9026,190,438.2097,138,683,301.9881,1163,417,1077,274,1167,1533.0065,0,258.0974,0,7.7903,0,0,22.0119,0,0,0,0,0,0,0,323.9026,190,430.4195,138,683,299.7109,1163,417,1077,274,1167,1533,1110.0001,0,1110.0001,0,3398.0002,3398.0002,0,3398.0002,632.0001,0,632.0001,0,20,0,20,0,6,6,0,6,26,30,0,26
"2004-11",742,583.198,158.802,583.198,NA,NA,NA,0,0,0,0,0,0,0,0,298,139.198,158.802,139.198,0,0,0,0,0,0,0,110,0,128,0,0,0,146,0,54,6,0,0,0,110,0,128,0,0,0,146,0,54,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,128,0,0,0,146,0,54,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004-12",898,898,0,779.6953,NA,NA,NA,0,0,0,0,0,0,0,0,203,203,0,203,0,0,0,0,0,0,0,114,0,126,0,0,0,153,0,68,4,0,0,0,114,0,126,0,0,0,153,0,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,126,0,0,0,153,0,68,4,0,0,0,0,0,0,0,0,230,230,0,111.6953,0,0,0,0,0,0,0,0,0,0,0,0
"2005-01",897,828,69,713,NA,NA,NA,0,0,0,0,0,0,0,0,199,130,69,130,0,0,0,0,0,0,0,114,0,127,0,0,0,142,0,65,4,0,0,0,114,0,127,0,0,0,142,0,65,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,127,0,0,0,142,0,65,4,0,0,0,0,0,0,0,0,246,246,0,131,0,0,0,0,0,0,0,0,0,0,0,0
"2005-02",900,756,144,718,NA,NA,NA,0,0,0,0,0,0,0,0,267,123,144,123,0,0,0,0,0,0,0,103,0,137,0,0,0,105,0,61,5,0,0,0,103,0,137,0,0,0,105,0,61,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,137,0,0,0,105,0,61,5,0,0,0,0,0,0,0,0,222,222,0,184,0,0,0,0,0,0,0,0,0,0,0,0
"2005-03",1471.0001,1244.0004,227,1217.8051,NA,NA,NA,30,30,0,18.8051,15,15,0,0,316,91,225,91,2,0,2,0,0,0,0,114,0,129,0,50,87,318,0,130,20,0,0,0,114,0,129,0,50,87,318,0,130,20.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,129,0,50,87,318,0,130,20,0,0,0,0,12,12,0,12,246,246,0,246,0,0,0,0,0,0,0,0,2,2,0,2
"2005-04",13105.0001,13067.0119,38,9667.1165,NA,NA,NA,1056.9999,1056.9999,0,421.1162,664,664,0,0,730,730.0001,0,730.0001,50,50,0,50,0,202,60,134,7,140,33,788,987.0001,1067.0001,238,1109,492,0,202,60,134,7,140,33,788,987.0001,1067.0001,238,1109,492.0118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,60,134,7,140,33,788,987.0001,1067.0001,238,1109,492,2100,2100,0,0,1780,1780,0,1780,1226,1226,0,1226,38,0,38,0,50,50,0,50,153,153,0,153
"2005-05",43213.9999,42351.7273,862.3057,32103.9814,NA,NA,NA,2359.0002,2359.0002,0,1993.2157,1281,1281,0,0,1385,983.6077,401.3922,983.6077,215,215,0,215,56,1969.9999,817,1582,470,1346,1100,2371,1890,4052.9998,1424,3783,1822,56,1509.0867,816.9999,1582,470,1346,1099.9999,2371,1890,4052.9998,1424,3783.0002,1822.0328,0,460.9132,1e-04,0,0,0,1e-04,0,0,0,0,0,0,56,1408.0867,816.9999,1582,470,1346,1099.9999,2371,1890,4052.9998,1424,3783.0002,1822,4848,4848,0,0,3685,3685,0,3685,5836,5836,1e-04,2184.0715,204,204,0,204,250,250,0,250,467,467,0,467
"2005-06",48420.9982,46608.7668,1812.2725,35795.4655,NA,NA,NA,2937.9998,2937.9998,0,2122.4348,870,870,0,0,1322,804.5778,517.4222,804.5778,256,256,0,256,154,2268,1440,2414,614,1548,1268,3578,1639,4322,1432,4146.9995,2069,154,1362.6646,1440,2414,614,1548,1124.4736,3578.0002,1393.0121,4322,1432,4146.9995,2069.0403,0,905.3356,0,0,0,0,143.5265,0,245.9879,0,0,0,0,154,1362.6646,1440,2414,614,1548,1099.6523,3578.0002,1393.0121,4322,1432,4146.9995,2069,4639.9995,4639.9995,0,0,2846,2846,0,2846,7771.9995,7771.9995,3e-04,3309.1243,214,214,0,214,200,200,0,200,470,470,0,470
"2005-07",47122.9998,43495.235,3627.8347,28665.5329,NA,NA,NA,1802,1801.9998,2e-04,1204.4032,1418,1150.1801,267.82,0,1260,827.4576,432.5423,827.4576,194,194,0,194,57,2552,662,1952,614,1768,1446,3534,1934,4261,1312,3522.9998,2179,57,906.382,662,1952,614,1768,1013.595,3534.0002,1165.6729,4261,1312,3522.9998,2179.0696,0,1645.6182,0,0,0,0,432.405,0,768.3271,0,0,0,0,57,906.382,662,1952,614,1768,1013.3304,3534.0002,693.2827,4261,1312,3522.9998,2179,7618,7618,0,0,3463,3463,0,3463,4958,4958,0,0,136,54.8781,81.1219,21.677,180,180,0,180,300,300,0,300
"2005-08",36173.0007,26983.5077,9189.5429,20976.6554,NA,NA,NA,1714.9999,1714.9999,0,708.3821,1066,903.5646,162.4353,0,1172,568.7687,603.2313,568.7687,116,80.0374,35.9626,44.0748,20,1412.0001,723,1080,359,1060,810,2704,1416,3707.0002,744,2983,1667,20,296.7703,451.856,1080,311.5757,1060,131.0606,2704.0002,907.591,3707.0002,744,2983,1667.0499,0,1115.2297,271.144,0,47.4243,0,678.9394,0,508.409,0,0,0,0,20,296.7703,451.856,1080,287.1513,1060,131.0606,2704.0002,907.591,3707.0002,744,2983,1667,5764,1151.2253,4612.7744,0,3295.0002,3295.0002,0,3295.0002,3937.0002,2877.2776,1059.7227,0,102,7.73,94.27,0,117,117,0,117,204,204,0,204
"2005-09",25298.0003,18642.5327,6662.4844,16450.0187,NA,NA,NA,1035,1035,0,868.2911,1000.9999,1000.9999,0,0,1065,385.1711,679.8289,385.1711,63,15.9863,47.0137,0,0,939.9999,689,720,224,784,530,2386,846.9999,3014,470,2443,1346,7,146.6219,283.8389,568.2675,224,784,53.1867,2386.0002,684.3736,3014,470,2443,1346.0165,0,793.3781,405.1612,151.7325,0,0,476.8134,0,162.6264,0,0,0,0,0,146.6219,283.8389,416.535,224,784,53.1867,2386.0002,684.3736,3014,470,2443,1346,2946.0002,0,2946.0002,0,2569.0002,2569.0002,0,2569.0002,1798,850.07,947.93,0,52,0,52,0,80,80,0,80,296,296,0,296
"2005-10",16150,13860.5654,2290.3299,12972.6701,NA,NA,NA,562,562,0,562,746.9999,746.9999,0,0,1119,347.3498,771.6501,347.3498,28,0,28,0,0,560,195,428,134,677.0001,411,1877,572,1304.9999,266,1728,965,0.89,401.3323,195,428,134,677.0001,411,1877.0001,572,1304.9999,132,1728,965.0053,0,158.6677,0,0,0,0,0,0,0,0,134,0,0,0,401.3323,195,428,134,677.0001,411,1877.0001,572,1304.9999,0,1728,965,1148.0001,0,1148.0001,0,2690,2690,0,2690,669.9999,669.9999,0,669.9999,20,3.988,16.012,3.988,6,6,0,6,42,8,34,0
"2005-11",3167,3005.0358,161.9648,2981.0352,NA,NA,NA,50,50,0,50,24,24,0,0,414,258.0352,155.9648,258.0352,6,0,6,0,0,0,0,116,0,114,0,158,133,429,25,340,57,0,0,0,116,0,114,0,158,133,429,25,340,57.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,114,0,158,133,429,25,340,57,0,0,0,0,700,700,0,700,595,595,0,595,0,0,0,0,0,0,0,0,6,6,0,6
"2005-12",1637,1556.3179,80.6821,1276.0132,NA,NA,NA,0,0,0,0,0,0,0,0,381,300.3179,80.6821,300.3179,0,0,0,0,0,0,0,120,0,126,0,0,78,148,0,169,0,0,0,0,120,0,126,0,0,78,148,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,126,0,0,78,148,0,169,0,0,0,0,0,0,0,0,0,615,615,0,334.6953,0,0,0,0,0,0,0,0,0,0,0,0
"2006-01",1526,1384.0887,141.9113,1087.0887,NA,NA,NA,0,0,0,0,0,0,0,0,327,185.0887,141.9113,185.0887,0,0,0,0,0,0,0,120,0,126,0,0,78,123,0,137,0,0,0,0,120,0,126,0,0,78,123,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,126,0,0,78,123,0,137,0,0,0,0,0,0,0,0,0,615,615,0,318,0,0,0,0,0,0,0,0,0,0,0,0
"2006-02",1294,1225.9343,68.0657,954.9343,NA,NA,NA,0,0,0,0,0,0,0,0,235,166.9343,68.0657,166.9343,0,0,0,0,0,0,0,108,0,114,0,0,70,103,0,109,0,0,0,0,108,0,114,0,0,70,103,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,114,0,0,70,103,0,109,0,0,0,0,0,0,0,0,0,555,555,0,284,0,0,0,0,0,0,0,0,0,0,0,0
"2006-03",1503,1371.7227,131.2778,1304.4117,NA,NA,NA,21,21,0,21,17,17,0,0,267,137.7222,129.2778,137.7222,2,0,2,0,0,0,0,120,0,125,0,40,74,94,0,89,21,0,0,0,120,0,125,0,40,74,94,0,89,21.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,125,0,40,74,94,0,89,21,0,0,0,0,16,16,0,16,615,615,0,564.6895,0,0,0,0,0,0,0,0,2,2,0,2
"2006-04",17896,17856.0136,40.0002,11387.7662,NA,NA,NA,1102,1101.9999,1e-04,481.7662,639,639,0,0,780,780.0001,0,780.0001,55,55,0,55,0,209,243,221,0,549,42,852,567,1400,307,1244,569,0,209,243,221,0,549.0001,42,852,567,1400,307,1244,569.0137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,243,221,0,549.0001,42,852,567,1400,307,1244,569,5209,5209,0,0,2010,2010,0,2010,1672,1671.9999,1e-04,1671.9999,40,0,40,0,50,50,0,50,136,136,0,136
"2006-05",50992.9999,49204.45,1788.5844,33640.3864,NA,NA,NA,2435.0002,2435.0002,0,1418.4708,1316,1316,0,0,1382,888.292,493.708,888.292,220,220,0,220,111,1934,1388,2525,460,1322.0001,1082,2514,2181.9998,3991.9998,1440,3904,1896,111,1389.6096,1388,2525,460,1322.0001,1081.9999,2514.0002,2181.9998,3991.9998,1440,3904,1896.0342,0,544.3903,0,0,0,0,1e-04,0,0,0,0,0,0,111,1285.1096,1388,2525,460,1322.0001,1081.9999,2514.0002,2181.9998,3991.9998,1440,3904,1896,8745,8745,0,0,3792,3792,0,3792,7396,6873.5142,522.486,2491.5142,228,0,228,0,250,250,0,250,479,479,0,479
"2006-06",49502.0003,39585.7482,9916.3108,27897.7412,NA,NA,NA,2181,2180.9998,2e-04,667.0002,1234,1043.9484,190.0516,0,1204.9999,377.7625,827.2374,297.525,200,51.9489,148.0511,0,86,2782,1003,2845,664,1908.0001,1566,3037,1720,4160,1404,3887,2411,86,1243.6545,731.4989,2845,296.964,1908.0001,1062.6904,3037,1279.3975,3932.9644,1404,3066.2927,2411.0579,0,1538.3455,271.5011,0,367.036,0,503.3096,0,440.6025,227.0359,0,820.7075,0,86,1243.6545,731.4989,2845,277.8884,1908.0001,980.6424,3037,838.795,3732.1667,1404,3066.2927,2411,6606.0005,2404.2905,4201.71,0,3776.9998,3776.9998,0,3776.9998,5851,5851.0005,0,0,272,0,272,0,267,267,0,267,436,327.2775,108.7225,327.2775
"2006-07",41151.9999,25152.2856,15999.7762,19662.6511,NA,NA,NA,1588,1587.9999,1e-04,542.326,1246,981.333,264.6671,0,992,271.9718,720.0282,222.7186,134,0,134,0,32,2267.9998,588,1736,540,1572,1286,3093,1694,3464,1166,3178,1923.0001,32,733.4562,584.336,1736,287.1513,1572,0,3093.0002,453.8462,2431.948,340.003,3168.5024,1923.0615,0,1534.5437,3.664,0,252.8487,0,1286,0,1240.1538,1032.0521,825.997,9.4976,0,32,733.4562,580.6721,1736,287.1513,1572,0,3093.0002,422.0586,1799.5934,58.1722,3168.5024,1923.0001,6686,0,6686,0,3070,3070,0,3070,4356,2463.676,1892.324,0,118,0,118,0,160,160,0,160,262,262,0,262
"2006-08",32361.9999,18498.2718,13863.7764,16404.6073,NA,NA,NA,1464,1464,0,525.8194,1030,882.36,147.64,0,921.0001,307.4425,613.5575,307.4425,112,0,112,0,20,1350,461,1032.0001,322,971,774,2188,1364,2394,712,2746,1799,20,379.4175,321.6501,1032.0001,287.1513,971,4.3946,2188,796.2015,1698.6246,0,2746,1799.0481,0,970.5825,139.3499,0,34.8487,0,769.6053,0,567.7985,695.3754,712,0,0,20,379.4175,293.3001,1032.0001,287.1513,971,4.3946,2188,796.2015,1689.4614,0,2746,1799,5557.9995,0,5557.9995,0,3195.0002,3195.0002,0,3195.0002,3534,176,3358.0002,0,100,0,100,0,117,117,0,117,198,112.9812,85.0188,53.4185
"2006-09",21595.9997,16227.6752,5374.3386,15124.933,NA,NA,NA,664,664,0,411.3563,435,435,0,0,936,427.3868,508.6133,427.3868,48,0,48,0,0,870,414,664,208,659,484,1606,842,1942.9999,426,2769,1474.9999,6,233.7788,283.8389,540.2675,208,659,117.8224,1606.0001,685.215,1942.9999,426,2769,1475.0139,0,636.2212,130.1611,123.7325,0,0,366.1776,0,156.785,0,0,0,0,0,233.7788,283.8389,416.535,208,659,117.8224,1606.0001,685.215,1942.9999,426,2769,1474.9999,2254,0,2254,0,3308,3308,0,3308,1396,285.352,1110.6479,0,40,0,40,0,60,60,0,60,95,95,0,95
"2006-10",14491.9997,12558.3819,1935.5125,12183.4873,NA,NA,NA,277,277,0,277,373,373,0,0,932.9999,539.7626,393.2374,539.7626,20,0,20,0,0,598,400,458,142,402,348,1309,764.0001,1069,278,1829,762.9999,1.89,140.4247,293.3001,458,142,402,348,1309.0001,764.0001,1069,278,1829,763.0045,0,457.5753,106.6999,0,0,0,0,0,0,0,0,0,0,0,140.4247,293.3001,458,142,402,348,1309.0001,764.0001,1069,278,1829,762.9999,940,0,940,0,3034.9998,3034.9998,0,3034.9998,506,506,0,506,18,0,18,0,6,6,0,6,24,24,0,24
"2006-11",1613,1318.1934,294.8066,1318.1934,NA,NA,NA,0,0,0,0,0,0,0,0,573,278.1934,294.8066,278.1934,0,0,0,0,0,0,0,119,0,119,0,119,3,235,0,147,0,0,0,0,119,0,119,0,119,3,235,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,119,0,119,3,235,0,147,0,0,0,0,0,0,0,0,0,298,298,0,298,0,0,0,0,0,0,0,0,0,0,0,0
"2006-12",1429,1212.9088,216.0912,1212.9088,NA,NA,NA,0,0,0,0,0,0,0,0,565,348.9088,216.0912,348.9088,0,0,0,0,0,0,0,123,0,123,0,123,3,177,0,176,0,0,0,0,123,0,123,0,123,3,177,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,123,0,123,3,177,0,176,0,0,0,0,0,0,0,0,0,139,139,0,139,0,0,0,0,0,0,0,0,0,0,0,0
