"Date","43_AGG_IrrigDemand","43_AGG_IrrigSupply","43_AGG_IrrigShortage","43_AGG_IrrigSupDirectFlow","43_AGG_MunDemand","43_AGG_MunSupply","43_AGG_MunShortage","4300527_D_IrrigDemand","4300527_D_IrrigSupply","4300527_D_IrrigShortage","4300527_D_IrrigSupDirectFlow","4300537_D_IrrigDemand","4300537_D_IrrigSupply","4300537_D_IrrigShortage","4300537_D_IrrigSupDirectFlow","4300578_D_IrrigDemand","4300578_D_IrrigSupply","4300578_D_IrrigShortage","4300578_D_IrrigSupDirectFlow","43_ADW001_IrrigDemand","43_ADW002_IrrigDemand","43_ADW003_IrrigDemand","43_ADW004_IrrigDemand","43_ADW005_IrrigDemand","43_ADW006_IrrigDemand","43_ADW007_IrrigDemand","43_ADW008_IrrigDemand","43_ADW009_IrrigDemand","43_ADW010_IrrigDemand","43_ADW012_IrrigDemand","43_ADW013_IrrigDemand","43_ADW014_IrrigDemand","43_ADW015_IrrigDemand","43_ADW016_IrrigDemand","43_ADW001_IrrigSupply","43_ADW002_IrrigSupply","43_ADW003_IrrigSupply","43_ADW004_IrrigSupply","43_ADW005_IrrigSupply","43_ADW006_IrrigSupply","43_ADW007_IrrigSupply","43_ADW008_IrrigSupply","43_ADW009_IrrigSupply","43_ADW010_IrrigSupply","43_ADW012_IrrigSupply","43_ADW013_IrrigSupply","43_ADW014_IrrigSupply","43_ADW015_IrrigSupply","43_ADW016_IrrigSupply","43_ADW001_IrrigShortage","43_ADW002_IrrigShortage","43_ADW003_IrrigShortage","43_ADW004_IrrigShortage","43_ADW005_IrrigShortage","43_ADW006_IrrigShortage","43_ADW007_IrrigShortage","43_ADW008_IrrigShortage","43_ADW009_IrrigShortage","43_ADW010_IrrigShortage","43_ADW012_IrrigShortage","43_ADW013_IrrigShortage","43_ADW014_IrrigShortage","43_ADW015_IrrigShortage","43_ADW016_IrrigShortage","43_ADW001_IrrigSupDirectFlow","43_ADW002_IrrigSupDirectFlow","43_ADW003_IrrigSupDirectFlow","43_ADW004_IrrigSupDirectFlow","43_ADW005_IrrigSupDirectFlow","43_ADW006_IrrigSupDirectFlow","43_ADW007_IrrigSupDirectFlow","43_ADW008_IrrigSupDirectFlow","43_ADW009_IrrigSupDirectFlow","43_ADW010_IrrigSupDirectFlow","43_ADW012_IrrigSupDirectFlow","43_ADW013_IrrigSupDirectFlow","43_ADW014_IrrigSupDirectFlow","43_ADW015_IrrigSupDirectFlow","43_ADW016_IrrigSupDirectFlow","4300815_D_IrrigDemand","4300815_D_IrrigSupply","4300815_D_IrrigShortage","4300815_D_IrrigSupDirectFlow","4300819_D_IrrigDemand","4300819_D_IrrigSupply","4300819_D_IrrigShortage","4300819_D_IrrigSupDirectFlow","4300694_D_IrrigDemand","4300694_D_IrrigSupply","4300694_D_IrrigShortage","4300694_D_IrrigSupDirectFlow","4300564_MunDemand","4300564_MunSupply","4300564_MunShortage","4303633_F_MunDemand","4303633_F_MunSupply","4303633_F_MunShortage","4303633_O_MunDemand","4303633_O_MunSupply","4303633_O_MunShortage","4306045_MunDemand","4306045_MunSupply","4306045_MunShortage","43_OilDem_MunDemand","43_OilDem_MunSupply","43_OilDem_MunShortage","4302571_MunDemand","4302571_MunSupply","4302571_MunShortage","4304313_O_MunDemand","4304313_O_MunSupply","4304313_O_MunShortage","43_AMW001_MunDemand","43_AMW001_MunSupply","43_AMW001_MunShortage"
"2002-10",6660,6663.059,0.023,6659.977,43643,20827.3008,22815.7012,564,564,0,564,20,20,0,20,172,172,0,172,377,63,387,48,105,13,27,123,280,244,56,100,200,71,454,377,63,387,51.08,105,13,27,122.977,280,244,56,100,200,71,454,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,377,63,387,48,105,13,27,122.977,280,244,56,100,200,71,454,160,160,0,160,1360,1360.002,0,1360,1836,1836,0,1836,48,48,0,0,0,0,0,0,0,31,31,0,0,0,0,43472,20656.3008,22815.7012,0,0,0,92,92,0
"2002-11",2580,2580,0,2580,42217.9961,20650.959,21567.0391,744,744,0,744,0,0,0,0,181,181,0,181,119,0,140,0,8,0,8,89,114,35,0,0,6,0,15,119,0,140,0,8,0,8,89,114,35,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,140,0,8,0,8,89,114,35,0,0,6,0,15,20,20,0,20,208,208,0,208,893,893,0,893,36,36,0,0,0,0,0,0,0,20,20,0,0,0,0,42069.9961,20502.959,21567.0391,0,0,0,92,92,0
"2002-12",2087,2087,0,2087,43625,19557.0937,24067.9082,769,769,0,769,0,0,0,0,92,92,0,92,123,0,124,0,0,0,0,6,7,2,0,0,6,0,15,123,0,124,0,0,0,0,6,7,2,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,124,0,0,0,0,6,7,2,0,0,6,0,15,0,0,0,0,21,21,0,21,922,922,0,922,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,19404.0938,24067.9082,0,0,0,92,92,0
"2003-01",2023,2023,0,2023,43625,19172.4883,24452.5137,769,769,0,769,0,0,0,0,65,65,0,65,123,0,123,0,0,0,0,0,0,0,0,0,6,0,15,123,0,123,0,0,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,123,0,0,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,0,922,922,0,922,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,19019.4883,24452.5137,0,0,0,92,92,0
"2003-02",1855,1855,0,1855,39414,16811.8867,22602.1133,694,694,0,694,0,0,0,0,58,58,0,58,111,0,111,0,0,0,28,0,0,0,0,0,6,0,14,111,0,111,0,0,0,28,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,111,0,0,0,28,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,833,833,0,833,34,34,0,0,0,0,0,0,0,23,23,0,0,0,0,39265,16662.8867,22602.1133,0,0,0,92,92,0
"2003-03",2589,2589,0,2589,43625,22387.709,21237.293,769,769,0,769,0,0,0,0,89,89,0,89,123,0,123,190,67,0,120,0,92,56,0,0,6,0,32,123,0,123,190,67,0,120,0,92,56,0,0,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,123,190,67,0,120,0,92,56,0,0,6,0,32,0,0,0,0,0,0,0,0,922,922,0,922,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,22234.709,21237.293,0,0,0,92,92,0
"2003-04",6673.9999,6447.6882,228.1947,6445.8052,42221.9961,29260.2148,12961.7842,744,744,0,744,36,36,0,36,520,520,0,520,121,28,263,597,475,129,325,117,383,292,186,250,197,67,308,121,29.88,263,597,475,85.6872,140.1181,117,383,292,186,250,197,67,308,0,0,0,0,0,43.3128,184.8819,0,0,0,0,0,0,0,0,121,28,263,597,475,85.6872,140.1181,117,383,292,186,250,197,67,308,50,50,0,50,561,561.0031,0,561,1024.9999,1024.9999,0,1024.9999,36,36,0,0,0,0,0,0,0,24,24,0,0,0,0,42069.9961,29108.2148,12961.7842,0,0,0,92,92,0
"2003-05",26579.9999,25384.0228,1200.4939,25373.8361,43634,43634,0,1841,1798.5387,42.4613,1798.5387,225,225,0,225,1069,1069,0,1069,508,225,859,999,793.0001,125,460,176,745,1214,587,1425,932.9999,171,1133.9999,508,229.5,859.0001,999,793.0001,125,165.5402,122.977,473.4614,674.9888,587,1425,932.9999,171,1134,0,0,0,0,0,0,294.4598,53.023,271.5386,539.0112,0,0,0,0,0,508,225,859.0001,999,793.0001,125,159.8701,122.977,473.4614,674.9888,587,1425,932.9999,171,1134,143,143,0,143,6436,6436.0161,0,6435.9995,6512,6512.0005,0,6512.0005,40,40,0,0,0,0,0,0,0,30,30,0,0,0,0,43472,43472,0,0,0,0,92,92,0
"2003-06",34319.0002,32168.8441,2150.1841,31933.4634,42232.9961,42232.9961,0,2411,1740.5212,670.4788,1740.5212,900,900,0,900,883.9999,883.9999,0,883.9999,1042,746,1447,1003,587,79,347,176,863,1400,552,1156,764,194,1922.0002,1042.0001,746,1447,1003.0001,587,79,203.168,126.7446,458.1885,528.2338,552,1156,764,183.96,1922.0005,0,0,0,0,0,0,143.832,49.2554,404.8115,871.7663,0,0,0,10.04,0,1042.0001,746,1447,1003.0001,587,79,154.713,119.01,458.1885,357.03,552,1156,764,176,1922.0005,200,200,0,200,6881,6881.0273,0,6881,10765,10765,0,10765,37,37,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,42069.9961,0,0,0,0,92,92,0
"2003-07",35447.9999,30252.2296,5318.8493,29967.8591,43635,19373.6543,24261.3457,2050,876.2111,1173.7889,876.2111,1589,1481,108,1481,749,786.54,0,749,1213,973.0001,1618.9999,847,600,86,291,215,1030,1554,715,1739,1275,210,1713,1213.0001,973.0001,1618.9999,897.6201,634.9184,86,66.393,142.5694,495.7923,46.3027,715,1739,1275,159.8757,1713.0001,0,0,0,0,0,0,224.607,72.4306,534.2078,1507.6974,0,0,0,50.1243,0,1213.0001,973.0001,1618.9999,847.0001,600.0001,86,43.2808,122.977,473.4614,3.9755,715,1739,1275,106,1713.0001,310,209.0609,100.9391,209.0609,7739,6191.9458,1547.0542,6191.8921,8931,8931,0,8931,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,19210.6543,24261.3457,0,0,0,92,92,0
"2003-08",26846,24113.3939,2827.2373,24018.7216,43635,12663.2246,30971.7773,1868.0001,876.2111,991.7889,876.2111,746.9999,746.9999,0,746.9999,577,611.42,0,577,874.9999,580,1000.0001,543,468,59,142,107,686,903.9999,456,1107,923.9999,153,1279,874.9999,580,1000.0001,575.78,495.4303,59,142,107,473.4614,331.1564,456,1107,923.9999,153,1279.0001,0,0,0,0,0,0,0,0,212.5386,572.8435,0,0,0,0,0,874.9999,580,1000.0001,543,468,59,142,107,473.4614,331.1564,456,1107,923.9999,153,1279.0001,141,141,0,141,7242,6191.9341,1050.0663,6191.8921,6988,6988.0005,0,6988.0005,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,12500.2246,30971.7773,0,0,0,92,92,0
"2003-09",17838.9999,16410.7719,1440.0237,16398.9763,42230.9961,20283.0234,21947.9746,1971.9999,847.9463,1124.0537,847.9463,111,111,0,111,261,261,0,261,679,292,550,193,178,35,88,94,413,673,175,473,443,103,824,679,292,550,204.78,178,35,88,94,413,357.03,175,473,443,103,824,0,0,0,0,0,0,0,0,0,315.97,0,0,0,0,0,679,292,550,193,178,35,88,94,413,357.03,175,473,443,103,824,150,150,0,150,4588,4588.0156,0,4588,5544,5544,0,5544,35,35,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,20122.0234,21947.9746,0,0,0,92,92,0
"2003-10",24269.999,20702.5388,3575.0413,20694.9491,43643,14315.9258,29327.0762,2414,876.2111,1537.7888,876.2111,90,90,0,90,456,456,0,456,582,230,419,123,222,88,68,200,720,628,256,471,800,182,561,582,230,419,130.58,222,88,68,122.977,473.4614,368.931,256,471,800,125,561,0,0,0,0,0,0,0,77.023,246.5386,259.069,0,0,0,57,0,582,230,419,123,222,88,68,122.977,473.4614,368.931,256,471,800,125,561,600,209.0609,390.9391,209.0609,6460,6191.9019,268.0984,6191.8921,8699.999,7961.4155,738.5844,7961.4155,48,48,0,0,0,0,0,0,0,31,31,0,0,0,0,43472,14144.9258,29327.0762,0,0,0,92,92,0
"2003-11",2743.9999,2341.9463,402.0537,2341.9463,42217.9961,26473.8555,15744.1445,1249.9999,847.9463,402.0537,847.9463,0,0,0,0,134,134,0,134,357,0,119,15,90,0,6,71,33,31,0,0,3,0,15,357,0,119,15,90,0,6,71,33,31,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,119,15,90,0,6,71,33,31,0,0,3,0,15,25,25,0,25,0,0,0,0,595,595,0,595,36,36,0,0,0,0,0,0,0,20,20,0,0,0,0,42069.9961,26325.8555,15744.1445,0,0,0,92,92,0
"2003-12",2494,2079.2111,414.7889,2079.2111,43625,23265.4102,20359.5898,1291,876.2111,414.7889,876.2111,0,0,0,0,27,27,0,27,369,0,123,10,1,0,0,0,0,40,0,0,3,0,15,369,0,123,10,1,0,0,0,0,40,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,123,10,1,0,0,0,0,40,0,0,3,0,15,0,0,0,0,0,0,0,0,615,615,0,615,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,23112.4102,20359.5898,0,0,0,92,92,0
"2004-01",2431,2016.2111,414.7889,2016.2111,43625,21691.1211,21933.8809,1291,876.2111,414.7889,876.2111,0,0,0,0,15,15,0,15,369,0,123,0,0,0,0,0,0,0,0,0,3,0,15,369,0,123,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,123,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,615,615,0,615,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,21538.1211,21933.8809,0,0,0,92,92,0
"2004-02",2275,1858.4165,416.5835,1858.4165,39414,20318.7383,19095.2617,1208,791.4165,416.5835,791.4165,0,0,0,0,14,14,0,14,345,0,115,0,0,0,0,0,0,0,0,0,4,0,14,345,0,115,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,115,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,575,575,0,575,34,34,0,0,0,0,0,0,0,23,23,0,0,0,0,39265,20169.7383,19095.2617,0,0,0,92,92,0
"2004-03",2956,2541.2111,414.7889,2541.2111,43625,25688.9219,17936.0801,1291,876.2111,414.7889,876.2111,0,0,0,0,139,139,0,139,369,0,123,31,58,0,27,9,100,175,0,0,4,0,15,369,0,123,31,58,0,27,9,100,175,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,123,31,58,0,27,9,100,175,0,0,4,0,15,0,0,0,0,0,0,0,0,615,615,0,615,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,25535.9219,17936.0801,0,0,0,92,92,0
"2004-04",7594,6926.6975,667.3059,6926.6942,42221.9961,37255.4922,4966.5063,1500,847.9463,652.0537,847.9463,41,41,0,41,560,560,0,560,388,12,183,458,500,67,148,24,346,522,200,275,206,1,93,388,12,183,458,500.0001,67,148,24,346,506.7478,200,275,206,1,93,0,0,0,0,0,0,0,0,0,15.2522,0,0,0,0,0,388,12,183,458,500.0001,67,148,24,346,506.7478,200,275,206,1,93,50,50,0,50,651,651.0034,0,651,1369,1369,0,1369,36,36,0,0,0,0,0,0,0,24,24,0,0,0,0,42069.9961,37103.4922,4966.5063,0,0,0,92,92,0
"2004-05",28914.0004,27106.2439,1807.7745,27031.7785,43634,43634,0,2118,1798.5387,319.4614,1798.5387,245,245,0,245,1162,1162,0,1162,848,254,717.9999,1008,871,108,480,183,768,1257,653,1625,1083,179,1654,848,254,718,1008.0001,871,108,169.5402,122.977,473.4614,433.7082,653,1625,1083,179,1654.0001,0,0,0,0,0,0,310.4598,60.023,294.5385,823.2917,0,0,1e-04,0,0,848,254,718,1008.0001,871,108,159.8701,122.977,473.4614,368.931,653,1625,1083,179,1654.0001,157,157,0,157,5866.0005,5866.0181,0,5866,7677,7677,0,7677,40,40,0,0,0,0,0,0,0,30,30,0,0,0,0,43472,43472,0,0,0,0,92,92,0
"2004-06",39771.0004,36972.5099,2798.4898,36651.0058,42232.9961,42232.9961,0,2235,1740.5212,494.4787,1740.5212,1282,1282,0,1282,1168,1168,0,1168,1255,867,1680,875.9999,770.9999,100,403,205,1004,1631,722,1652,1062,228,2252,1255,867,1680,876,770.9999,100,80.6941,138.7446,481.7667,371.2879,722,1652,1062,155.8357,2252,0,0,0,0,0,0,322.3059,66.2554,522.2333,1259.712,0,0,0,72.1643,0,1255,867,1680,876,770.9999,100,13.1268,119.01,458.1885,222.5342,722,1652,1062,94,2252,263,202.317,60.683,202.317,7993.9995,7993.3418,0.6573,7993.3071,12121.001,12121.001,0,12121.001,37,37,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,42069.9961,0,0,0,0,92,92,0
"2004-07",29801.9998,26749.5821,3154.5217,26635.8434,43635,19956.6875,23678.3145,1650,876.2111,773.7888,876.2111,1278,1273,5,1273,601.9999,631.92,0,601.9999,1088,877,1455.9999,727.9999,483,70,263,195,930,1400.0001,749,1470.9999,1188.9999,188,1528.0001,1088,877,1455.9999,771.88,511.3033,70,0,134.5694,473.4614,0,749,1470.9999,1188.9999,98,1528.0002,0,0,0,0,0,0,263,60.4306,456.5386,1400.0001,0,0,0,90,0,1088,877,1455.9999,728,483,70,0,122.977,473.4614,0,749,1470.9999,1188.9999,98,1528.0002,250,178.3014,71.6986,178.3014,6226,6191.9351,34.065,6191.8921,7181,7181.0005,0,7181.0005,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,19793.6875,23678.3145,0,0,0,92,92,0
"2004-08",23386.9998,21723.7615,1740.819,21646.181,43635,12158.5771,31476.4238,1382,876.2111,505.7889,876.2111,600,600,0,600,463,490.98,0,463,800,530,913.9999,467,377,47,130,98,627,827,653.9999,1035,746.9999,140,1223.9999,800,530,914,494.82,398.7464,47,0,98,338.3148,10.6551,653.9999,1035,746.9999,140,1224,0,0,0,0,0,0,130,0,288.6852,816.345,0,0,0,0,0,800,530,914,467,377.0001,47,0,98,338.3148,10.6551,653.9999,1035,746.9999,140,1224,118,118,0,118,6126,6126.0342,0,6126,6081,6081,0,6081,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,11995.5771,31476.4238,0,0,0,92,92,0
"2004-09",19029.0004,18383.6144,672.1012,18356.8998,42230.9961,16311.6641,25919.334,1095,847.9463,247.0538,847.9463,103,103,0,103,195,206.7,0,195,561,172,505.9999,250,178,32,82,119,378,618,355,743,622,98,815,561,172,505.9999,265,178,32,14.0493,119,378,272.5863,355,743,622,98,815,0,0,0,0,0,0,67.9507,0,0,345.4137,0,0,0,0,0,561,172,505.9999,250,178,32,14.0493,119,378,272.5863,355,743,622,98,815,214,202.317,11.683,202.317,4475,4475.0146,0,4475,7418.0005,7418.001,0,7418.001,35,35,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,16150.6641,25919.334,0,0,0,92,92,0
"2004-10",13292.0001,12559.6664,737.3586,12554.6415,43643,23995.3145,19647.6875,1379,876.2111,502.7889,876.2111,47,47,0,47,233,233,0,233,292,111,369,87,115,50,48,145,510.0001,444,131,243,400,129,472,292,111,369,92.02,115,50,48,122.977,473.4614,368.931,131,243,400,119,472,0,0,0,0,0,0,0,22.023,36.5386,75.069,0,0,0,10,0,292,111,369,87,115,50,48,122.977,473.4614,368.931,131,243,400,119,472,300,209.0609,90.9391,209.0609,3320,3320.0049,0,3320,4467,4467,0,4467,48,48,0,0,0,0,0,0,0,31,31,0,0,0,0,43472,23824.3145,19647.6875,0,0,0,92,92,0
"2004-11",3209,2687.9463,521.0537,2687.9463,42217.9961,25819.8027,16398.1973,1369,847.9463,521.0537,847.9463,0,0,0,0,167,167,0,167,167,0,150,21,0,0,23,0,30,135,0,0,3,0,3,167,0,150,21,0,0,23,0,30,135,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,150,21,0,0,23,0,30,135,0,0,3,0,3,40,40,0,40,367,367,0,367,734,734,0,734,36,36,0,0,0,0,0,0,0,20,20,0,0,0,0,42069.9961,25671.8027,16398.1973,0,0,0,92,92,0
"2004-12",2923,2385.2111,537.7889,2385.2111,43625,23298.3535,20326.6465,1414,876.2111,537.7889,876.2111,0,0,0,0,63,63,0,63,135,0,138,6,0,0,0,0,19,0,0,0,3,0,5,135,0,138,6,0,0,0,0,19,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,138,6,0,0,0,0,19,0,0,0,3,0,5,0,0,0,0,307,307,0,307,833,833,0,833,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,23145.3535,20326.6465,0,0,0,92,92,0
"2005-01",2680,2142.2111,537.7889,2142.2111,43625,23796.9687,19828.0332,1414,876.2111,537.7889,876.2111,0,0,0,0,51,51,0,51,126,0,138,0,0,0,0,0,0,0,0,0,3,0,6,126,0,138,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,138,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,20,20,0,20,922,922,0,922,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,23643.9688,19828.0332,0,0,0,92,92,0
"2005-02",2144,1658.4165,485.5834,1658.4165,39414,20758.8145,18655.1836,1277,791.4165,485.5834,791.4165,0,0,0,0,54,54,0,54,114,0,125,0,0,0,0,0,0,0,0,0,3,0,6,114,0,125,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,125,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,565,565,0,565,34,34,0,0,0,0,0,0,0,23,23,0,0,0,0,39265,20609.8145,18655.1836,0,0,0,92,92,0
"2005-03",2030,1492.2111,537.7889,1492.2111,43625,23183.3008,20441.7012,1414,876.2111,537.7889,876.2111,0,0,0,0,123,123,0,123,126,0,130,12,110,9,36,0,0,0,0,0,4,0,6,126,0,130,12,110,9,36,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,130,12,110,9,36,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,60,60,0,60,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,23030.3008,20441.7012,0,0,0,92,92,0
"2005-04",6584,5977.927,606.8753,5977.1248,42221.9961,36130.6406,6091.3594,1369,847.9463,521.0537,847.9463,27,27,0,27,563,563,0,563,122,30,263,550,333,67,300,117,367,283,129,349,186,60,300,122,30.8,263,550.0001,333,67,214.1785,117,367,283,129,349,186,60,300,0,0,0,0,0,0,85.8215,0,0,0,0,0,0,0,0,122,30,263,550.0001,333,67,214.1785,117,367,283,129,349,186,60,300,25,25,0,25,406,406.0022,0,406,738,738,0,738,36,36,0,0,0,0,0,0,0,24,24,0,0,0,0,42069.9961,35978.6406,6091.3594,0,0,0,92,92,0
"2005-05",23721.9999,22980.2148,746.4614,22975.5385,43634,43634,0,2545.0002,1798.5387,746.4614,1798.5387,215,215,0,215,1088,1088,0,1088,482,221,682,1017.9999,756.9999,100,581,172,736,1408,874,1725,1218.9999,169,1067.9999,482,225.66,682,1018.0001,756.9999,100,581,172,736,1408,874,1725,1218.9999,169,1067.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,221,682,1018.0001,756.9999,100,581,172,736,1408,874,1725,1218.9999,169,1067.9999,211,211,0,211,3587,3587.0164,0,3587,4864,4864,0,4864,40,40,0,0,0,0,0,0,0,30,30,0,0,0,0,43472,43472,0,0,0,0,92,92,0
"2005-06",31352.9988,30481.539,871.4787,30481.52,42232.9961,42232.9961,0,2612,1740.5212,871.4787,1740.5212,638,638,0,638,857,857,0,857,1124,629,1754,1085.9999,419,57,472,208,730,1181,624.0001,1242.9999,1014,164,1814,1124.0001,629,1754,1086,419,57,472,208,730,1181,624.0001,1242.9999,1014,164,1814.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124.0001,629,1754,1086,419,57,472,208,730,1181,624.0001,1242.9999,1014,164,1814.0001,196,196,0,196,6016,6016.0186,0,6015.9995,8514.999,8514.999,0,8514.999,37,37,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,42069.9961,0,0,0,0,92,92,0
"2005-07",33339.0002,30512.2381,2952.3279,30216.8654,43635,38817.3984,4817.6001,2410,876.2111,1533.7888,876.2111,1444,1444,0,1444,681,715.26,0,681,1168.9999,936,1563.0001,797,545.0001,80,281,208,996,1500,703,1583,1156.0001,202,1647,1168.9999,936,1563.0001,844.62,576.7175,80,225.5402,139.5694,486.7922,714.5591,703,1583,1156,213.92,1647.0001,0,0,0,0,0,0,55.4598,68.4306,509.2077,785.4409,0,0,1e-04,0,0,1168.9999,936,1563.0001,797,545.0001,80,159.8701,122.977,473.4614,640.346,703,1583,1156,202,1647.0001,280,280,0,280,7039,7039.0483,0,7038.9995,8119,8119,0,8119,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,38654.3984,4817.6001,0,0,0,92,92,0
"2005-08",22012.9999,21154.003,940.7889,21072.2111,43635,23817.709,19817.293,1817,876.2111,940.7889,876.2111,580,580,0,580,447,473.62,0,447,750,495,857.0001,445,363,45,122,91,586,772.9999,425,864,906,131,1083,750,495,857.0001,471.7,384.3196,45,129.12,91,586,772.9999,425,864,906,131,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,495,857.0001,445,363,45,122,91,586,772.9999,425,864,906,131,1083,234,234,0,234,5586,5586.0322,0,5586,5413,5413,0,5413,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,23654.709,19817.293,0,0,0,92,92,0
"2005-09",18335.0007,17664.22,699.0538,17635.9469,42230.9961,19693.0996,22537.8984,1547.0001,847.9463,699.0538,847.9463,95,95,0,95,182,192.72,0,182,567,162,475,222,163,29,77,81,357,582.0001,317,650,704,93,738,567,162,475,235.12,163,29,81.42,81,357,582.0001,317,650,704,93,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,162,475,222,163,29,77,81,357,582.0001,317,650,704,93,738,133,133,0,133,3788,3788.0132,0,3788,7373.0005,7373.0005,0,7373.0005,35,35,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,19532.0996,22537.8984,0,0,0,92,92,0
"2005-10",9931,9397.822,537.7889,9393.2111,43643,28608.5605,15034.4404,1414,876.2111,537.7889,876.2111,30,30,0,30,161,161,0,161,288,94,250,73,78,25,42,118,440,378,88,171,300,112,335,288,94,250,77.58,78,25,42.0272,118,440,378,88,171,300,112,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,94,250,73,78,25,42,118,440,378,88,171,300,112,335,200,200,0,200,2260,2260.0037,0,2260,3074,3074,0,3074,48,48,0,0,0,0,0,0,0,31,31,0,0,0,0,43472,28437.5605,15034.4404,0,0,0,92,92,0
"2005-11",3334,2812.9463,521.0537,2812.9463,42217.9961,27133.3398,15084.6572,1369,847.9463,521.0537,847.9463,0,0,0,0,149,149,0,149,243,60,137,0,8,1,0,0,0,1,0,0,5,0,4,243,60,137,0,8,1,0,0,0,1,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,60,137,0,8,1,0,0,0,1,0,0,5,0,4,0,0,0,0,464,464,0,464,893,893,0,893,36,36,0,0,0,0,0,0,0,20,20,0,0,0,0,42069.9961,26985.3398,15084.6572,0,0,0,92,92,0
"2005-12",2755,2217.2111,537.7889,2217.2111,43625,25943.3047,17681.6973,1414,876.2111,537.7889,876.2111,0,0,0,0,154,154,0,154,125,0,126,0,6,0,0,0,0,0,0,0,5,0,3,125,0,126,0,6,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,126,0,6,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,922,922,0,922,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,25790.3047,17681.6973,0,0,0,92,92,0
