"Date","62_AGG_IrrigDemand","62_AGG_IrrigSupply","62_AGG_IrrigShortage","62_AGG_IrrigSupDirectFlow","62_AGG_MunDemand","62_AGG_MunSupply","62_AGG_MunShortage","6200736_D_IrrigDemand","6200736_D_IrrigSupply","6200736_D_IrrigShortage","6200736_D_IrrigSupDirectFlow","6200560_I_IrrigDemand","6200560_I_IrrigSupply","6200560_I_IrrigShortage","6200560_I_IrrigSupDirectFlow","62_ADG013_IrrigDemand","62_ADG014_IrrigDemand","62_ADG015_IrrigDemand","62_ADG016_IrrigDemand","62_ADG017_IrrigDemand","62_ADG018_IrrigDemand","62_ADG013_IrrigSupply","62_ADG014_IrrigSupply","62_ADG015_IrrigSupply","62_ADG016_IrrigSupply","62_ADG017_IrrigSupply","62_ADG018_IrrigSupply","62_ADG013_IrrigShortage","62_ADG014_IrrigShortage","62_ADG015_IrrigShortage","62_ADG016_IrrigShortage","62_ADG017_IrrigShortage","62_ADG018_IrrigShortage","62_ADG013_IrrigSupDirectFlow","62_ADG014_IrrigSupDirectFlow","62_ADG015_IrrigSupDirectFlow","62_ADG016_IrrigSupDirectFlow","62_ADG017_IrrigSupDirectFlow","62_ADG018_IrrigSupDirectFlow","6200812_D_IrrigDemand","6200812_D_IrrigSupply","6200812_D_IrrigShortage","6200812_D_IrrigSupDirectFlow","62CSUB_M_MunDemand","62CSUB_M_MunSupply","62CSUB_M_MunShortage","62MSUB_M_MunDemand","62MSUB_M_MunSupply","62MSUB_M_MunShortage","62USUB_M_MunDemand","62USUB_M_MunSupply","62USUB_M_MunShortage","62_AMG001_MunDemand","62_AMG001_MunSupply","62_AMG001_MunShortage","62U_MY_MunDemand","62U_MY_MunSupply","62U_MY_MunShortage","62CSUB_I_MunDemand","62L_MY_MunDemand","62MSUB_I_MunDemand","62USUB_I_MunDemand","62CSUB_I_MunSupply","62L_MY_MunSupply","62MSUB_I_MunSupply","62USUB_I_MunSupply","62CSUB_I_MunShortage","62L_MY_MunShortage","62MSUB_I_MunShortage","62USUB_I_MunShortage"
"1987-06",35002.9996,31925.0496,3196.6741,25396.3206,128,127.9358,0.0642,300,300,0,300,6409.9995,6528.7236,0,0,5824,4849,4772,5564,1038.0001,5346,5824,4849,4772,5564,1038.0001,2149.3259,0,0,0,0,0,3196.6741,5824,4849,4772,5564,1038.0001,2149.3206,900,899.9999,1e-04,899.9999,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987-07",29247.9998,26358.387,2966.5178,19451.4778,128,128,0,200,200,0,200,6830,6906.9048,0,0,5396,3167.9998,3878,3890,880,4556,5396,3167.9998,3878,3890.0002,880,1589.4822,0,0,0,0,0,2966.5178,5396,3167.9998,3878,3890.0002,880,1589.4778,450,450,0,450,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987-08",13749.0005,12699.2396,1209.5892,7077.4084,128,128,0,32,32,0,32,5462.0005,5562.4287,0,0,1290,594,1969,1337,437,2548,1290.0001,653.4,1969,1337,437,1338.4108,0,0,0,0,0,1209.5892,1290.0001,594,1969,1337,437,1338.4083,80,80,0,80,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987-09",8593.0002,7301.6411,1460.0984,4105.8998,128,127.9358,0.0642,33,33,0,33,3027,3143.9392,0,0,619,518,1067.0001,844.0001,270,2144,619,569.7999,1067.0001,844.0001,270,683.9017,0,0,0,0,0,1460.0984,619,518,1067.0001,844.0001,270,683.8997,71,71,0,71,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987-10",5376,5161.1316,237.4767,3316.5224,128,128,0,10,10,0,10,1822,1822.0083,0,0,437,226,1089,589,139,920,437,248.6,1089,589,139,682.5233,0,0,0,0,0,237.4767,437,226,1089,589,139,682.5224,144,144,0,144,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987-11",8,8,0,8,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987-12",14,14,0,14,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988-01",11,11,0,11,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988-02",0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988-03",11,11,0,11,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988-04",1067,1092.8005,0,1067,128,119.01,8.99,0,0,0,0,0,0,0,0,108,120,138,176,35,486,118.8,132,138,176,38,486.0005,0,0,0,0,0,0,108,120,138,176,35,486,4,4,0,4,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988-05",17999.0002,16183.9015,1870.5187,13071.478,128,122.977,5.023,127,127,0,127,3057.0002,3100.02,0,0,2400,2519,3178,2700,264,3460,2400,2519,3178.0002,2700,276.4,1589.4812,0,0,0,0,0,1870.5187,2400,2519,3178.0002,2700,264,1589.4778,294,294,0,294,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988-06",37216.0001,33298.9461,4049.7903,26042.2043,128,119.01,8.99,333,333,0,333,7124,7256.7363,0,0,6598,4756,5107,5809,901,5588,6598,4756,5107,5809,901,1538.2097,0,0,0,0,0,4049.7903,6598,4756,5107,5809,901,1538.2042,1000.0001,1000.0001,0,1000.0001,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988-07",27940.9998,24630.7334,3794.5001,17838.4955,128,122.977,5.023,241,241,0,241,6308,6792.2334,0,0,5040,3420,3669,3330.9998,740,4692,4806.2056,3420,3669,3331,740,1589.4823,233.7944,0,0,0,0,3102.5178,4806.2056,3420,3669,3331,740,1589.4778,500.0001,41.8122,458.1879,41.8122,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988-08",15077.0002,13208.4226,2051.4751,6535.5227,128,122.977,5.023,36,36,0,36,6490,6609.6973,0,0,1376,632.0001,2100,1133.0001,468,2734,1376.0001,695.2001,2100,1133.0001,468,682.525,0,0,0,0,0,2051.4751,1376.0001,632.0001,2100,1133.0001,468,682.5224,108,108,0,108,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988-09",8888,7611.4016,1550.3693,3955.5705,128,127.9358,0.0642,33,33,0,33,3382,3503.8057,0,0,512,560,1152,563,293,2322,563.2,615.9652,1152,607.8,293,771.6308,0,0,0,0,0,1550.3693,512,559.942,1152,563,293,771.6285,71,71,0,71,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988-10",7124.0001,6651.5363,501.4765,3800.5225,128,128,0,20,20,0,20,2822,2822.0127,0,0,341,290,1389.0001,700.0001,178,1183.9999,341,319,1389,700.0001,178,682.5236,0,0,1e-04,0,0,501.4764,341,290,1389,700.0001,178,682.5224,200,200,0,200,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988-11",8,8,0,8,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988-12",14,14,0,14,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989-01",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989-02",10,10,0,10,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989-03",16,16,0,16,128,128,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989-04",2120,2379.1803,0,1752,128,119.01,8.99,20,20,0,20,368,585.5795,0,0,176,194,227,285,56,790,193.6,213.4,227,285,60.6,790.0008,0,0,0,0,0,0,176,194,227,285,56,790,4,4,0,4,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989-05",22924.9996,20558.5269,2366.5183,12283.4781,128,122.977,5.023,120,120,0,120,8274.999,8275.0449,0,0,1892,2173.0002,2174,3336,799.0001,3956.0002,1892,2173.0002,2174,3336,799.0001,1589.4817,0,0,0,0,0,2366.5183,1892,2173.0002,2174,3336,799.0001,1589.4778,200,200,0,200,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989-06",35438.9985,31733.2724,3705.7903,23856.2037,128,119.01,8.99,316,316,0,316,7876.9995,7877.0635,0,0,6186,4146.9995,4141,5464,1264,5243.9995,6186,4146.9995,4141,5464,1264,1538.2095,0,0,0,0,0,3705.7903,6186,4146.9995,4141,5464,1264,1538.2042,800,799.9999,1e-04,799.9999,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989-07",31993.0005,25964.448,6618.2323,17682.763,128,122.977,5.023,260,97.1518,162.8482,97.1518,7692.0005,8281.6797,0,0,5820,3353,4238,3850,746,5434,4102.0933,3353,4238,3850.0002,746,1254.7108,1717.9067,0,0,0,0,4179.2896,4102.0933,3353,4238,3850.0002,746,1254.7054,600,41.8122,558.1878,41.8122,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989-08",14327.0002,12657.7149,1829.4753,7021.5226,128,122.977,5.023,32,32,0,32,5476,5577.79,0,0,1271,584.0001,2102,1815.0001,455,2512,1271,642.4,2102,1815.0001,455,682.5248,0,0,0,0,0,1829.4753,1271,584.0001,2102,1815.0001,455,682.5224,80,80,0,80,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989-09",9004.0001,7652.1831,1627.4922,3881.5056,128,127.9358,0.0642,33,33,0,33,3495,3621.4753,0,0,502,548.0001,1129,552,285,2288,552.2,602.8,1129,596.2,285,660.5078,0,0,0,0,0,1627.4922,502,548.0001,1129,552,285,660.5056,172,172,0,172,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989-10",3712.9999,3728.8045,0,2373,128,128,0,10,10,0,10,1339.9999,1340.0039,0,0,185,158,756,380,96,644,185,173.8,756,380,96,644.0006,0,0,0,0,0,0,185,158,756,380,96,644,144,144,0,144,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989-11",0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989-12",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990-01",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990-02",0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990-03",11,11,0,11,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990-04",1448,1516.5253,0,1348,128,119.01,8.99,0,0,0,0,100,159.1249,0,0,196,94,111,204,361,382,196,103.4,111,204,361,382.0004,0,0,0,0,0,0,196,94,111,204,361,382,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990-05",16135.0001,14690.8044,1902.5187,11855.4781,128,122.977,5.023,100,100,0,100,2377,2835.3228,0,0,1511,1923.0001,1926,3375,1145,3492,1511,1923.0001,1926,3375.0002,1145,1589.4813,0,0,0,0,0,1902.5187,1511,1923.0001,1926,3375.0002,1145,1589.4778,286,286,0,286,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990-06",37605.0005,33306.7077,4375.79,25483.2048,128,119.01,8.99,367,367,0,367,7746.0005,7823.4971,0,0,6415.0005,4667,4321,6154.9995,1020,5914,6415.0005,4667.0005,4321,6154.9995,1020,1538.2101,0,0,0,0,0,4375.79,6415.0005,4667.0005,4321,6154.9995,1020,1538.2042,1000.0001,1000.0001,0,1000.0001,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990-07",28748.9997,23349.7494,5600.0634,16724.9328,128,122.977,5.023,359,97.1518,261.8482,97.1518,6424.0005,6624.8125,0,0,5789.9995,3848,3695.9998,3094,726,4362,4007.752,3848,3696,3094.0002,726,1214.2207,1782.248,0,0,0,0,3147.7793,4007.752,3848,3696,3094.0002,726,1214.2166,450,41.8122,408.1878,41.8122,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990-08",13549.9997,11835.2502,1871.4751,6173.5225,128,122.977,5.023,32,32,0,32,5505,5602.5254,0,0,1286,591.9999,1969,1059,437,2553.9998,1286.0001,651.2,1969,1059,437,682.5248,0,0,0,0,0,1871.4751,1286.0001,591.9999,1969,1059,437,682.5224,116,116,0,116,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990-09",6878,5813.2016,1197.7166,2905.2818,128,119.01,8.99,27,27,0,27,2775,2798.5181,0,0,368,402,829,404,211,1690,404.8,442.2,829,436.4,211,492.2834,0,0,0,0,0,1197.7166,368,402,829,404,211,492.2818,172,172,0,172,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990-10",2875,2888.2045,0,2019,128,128,0,10,10,0,10,856,856.0039,0,0,154,132,633,315,139,536,154,145.2,633,315,139,536.0005,0,0,0,0,0,0,154,132,633,315,139,536,100,100,0,100,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990-11",0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990-12",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991-01",0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991-02",0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991-03",11,11,0,11,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991-04",160,160,0,160,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,8,60,56,36,0,0,8,60,56,36,0,0,0,0,0,0,0,0,8,60,56,36,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991-05",14063.0002,12415.2083,1846.5189,10463.4779,128,122.977,5.023,80,80,0,80,1753,1951.7271,0,0,1805,1900.0001,1900.0001,2693,330,3436,1805,1900.0001,1900,2693,330,1589.4812,0,0,1e-04,0,0,1846.5188,1805,1900.0001,1900,2693,330,1589.4778,166,166,0,166,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991-06",37933,34299.0024,3633.9975,25010.2042,128,119.01,8.99,357,357,0,357,9289,9288.793,0.2067,0,6154.9995,4890,4998,5391,881,5172.0005,6154.9995,4890.0005,4998,5391,881,1538.2095,0,0,0,0,0,3633.7908,6154.9995,4890.0005,4998,5391,881,1538.2042,800,799.9999,1e-04,799.9999,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991-07",33060,29960.443,3099.621,21073.3744,128,122.977,5.023,262,262,0,262,8887,8887.0645,0,0,5649,3776.0002,5144,3887.9998,729,4278,5643.0845,3776.0002,5144,3887.9998,729,1589.4819,5.9151,0,0,0,0,2688.5181,5643.0845,3776.0002,5144,3887.9998,729,1589.4778,447,41.8122,405.1878,41.8122,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991-08",14522,13182.4824,1392.5698,6496.428,128,128,0,28,28,0,28,6633,6633.0522,0,0,1152,530,2480,948,395,2286,1152,583,2480,948,395,893.4301,0,0,0,0,0,1392.5698,1152,530,2480,948,395,893.428,70,70,0,70,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991-09",8201,7052.1369,1275.4924,3330.5056,128,127.9358,0.0642,27,27,0,27,3595,3595.0295,0,0,426,466,984,469,241,1936,468.6,512.6,984,506.4,241,660.5074,0,0,0,0,0,1275.4924,426,466,984,469,241,660.5056,57,57,0,57,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991-10",4563.0001,4408.5298,175.4768,2943.5225,128,128,0,10,10,0,10,1444,1444.0065,0,0,246,210,1011,510.0001,130,858,246,231,1011,510.0001,130,682.5233,0,0,0,0,0,175.4768,246,210,1011,510.0001,130,682.5224,144,144,0,144,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991-11",0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991-12",14,14,0,14,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992-01",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992-02",10,10,0,10,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992-03",11,11,0,11,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992-04",2046,2254.2278,0,1752,128,119.01,8.99,20,20,0,20,294,465.8271,0,0,154,170,197,465,50,692,169.4,187,197,465,54,692.0007,0,0,0,0,0,0,154,170,197,465,50,692,4,4,0,4,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992-05",20192,18561.5134,1652.5193,14221.478,128,128,0,202,202,0,202,4317.9995,4318.0322,0,0,2798,2811,2444,3839.0002,220,3242.0002,2797.9998,2811,2444,3839.0005,242,1589.481,2e-04,0,0,0,0,1652.519,2797.9998,2811,2444,3839.0005,220,1589.4778,318,318,0,318,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992-06",36689.9995,32848.2739,3841.7903,25172.2047,128,127.9358,0.0642,357,357,0,357,7675.9995,7676.064,0,0,6998,5049,3943,5609,878,5380,6998,5049.0005,3943,5609,878,1538.2095,0,0,0,0,0,3841.7903,6998,5049.0005,3943,5609,878,1538.2042,800,799.9999,1e-04,799.9999,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992-07",28987.9999,25833.6283,3154.4327,17800.5636,128,128,0,244,244,0,244,8033,8033.0605,0,0,5291,3577,3362,3050,756.9999,4274,5179.2734,3577,3362.0002,3050,756.9999,1589.4819,111.7266,0,0,0,0,2684.5183,5179.2734,3577,3362.0002,3050,756.9999,1589.4778,400,41.8122,358.1878,41.8122,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992-08",13423.0001,11747.3309,1835.4753,6197.5225,128,128,0,32,32,0,32,5390,5491.2061,0,0,1276,586,1946.0001,1048,557,2518,1276.0001,644.6,1946,1048,557,682.5248,0,0,1e-04,0,0,1835.4752,1276.0001,586,1946,1048,557,682.5224,70,70,0,70,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992-09",10632,8920.1996,2035.4921,4355.5054,128,127.9358,0.0642,47,47,0,47,4241,4388.4917,0,0,592,648,1333,652,337,2696,651.2,712.7999,1332.9999,704.2,337,660.5082,0,0,1e-04,0,0,2035.4919,592,648,1332.9999,652,337,660.5056,86,86,0,86,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992-10",7332,6892.7377,467.4766,3742.5223,128,128,0,20,20,0,20,3122,3122.0142,0,0,331,282,1356,680,191,1150,331,310.2,1355.9999,680,191,682.5236,0,0,1e-04,0,0,467.4764,331,282,1355.9999,680,191,682.5224,200,200,0,200,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992-11",8,8,0,8,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992-12",14,14,0,14,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993-01",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993-02",0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993-03",11,11,0,11,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993-04",1816,1831.6003,0,762,128,119.01,8.99,0,0,0,0,1054,1054,0,0,74,82,95,121,56,334,81.4,90.2,95,121,56,334.0003,0,0,0,0,0,0,74,82,95,121,56,334,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
