id,name,admin,str,on_off,dest_id,dest_ac,sou1_id,sou1_ac,sou2_id,sou2_ac,type,reuse_plan,div_type,opr_loss,limit,io_beg,io_end,reservoir_id
060566_CH.24,Cotwd2Ditch_CS1_Empty,4853.00020,0.,1,0600902_C,0,060566_CS1,0,NA,0,29,NA,NA                0,.0,0,0,9999  Test,060566_CS1
060566_CH.25,Cotwd2Ditch_CH2_Empty,4853.00020,0.,1,0600902_C,0,060566_CH2,0,NA,0,29,NA,NA                0,.0,0,0,9999  Test,060566_CH2
060566_CH.26,Cotwd2Ditch_CS2_Empty,4853.00020,0.,1,0600902_C,0,060566_CS2,0,NA,0,29,NA,NA                0,.0,0,0,9999  Test,060566_CS2
060586_CH.01,Louis_McGinn_CH1,3774.00000,0.,1,060586_CH1,1,0600586.01    1,3.4,NA,0,26,NA,Diversion         0,.0     0,.0,0,9999  Test,0600586.01    1-3.4
0. 0. 0,. 999.9 999.9 999.9 999.9 999.9 999.9 9,99.9 0. 0. 199.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060586_CH.02,Louis_McGinn_CH1_Acct,3774.00001,1.,1,06LOUIS_I,1,060586_CH1     10,0,NA,0,28,NA,Diversion,-1,5,0,9999  Test,060586_CH1     10
060586_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060586_CH.03,Louis_McGinn_CH1_Acct,3774.00002,1.,1,06LOUIS_O,1,060586_CH1     10,0,NA,0,28,NA,Diversion,-1,5,0,9999  Test,060586_CH1     10
060586_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060586_CH.06,Louis_McGinn_CHG1_Empty,3774.00020,0.,1,0600586,0,060586_CH1,0,NA,0,29,NA,NA                0,.0,0,0,9999  Test,060586_CH1
060585_CH.01,Louis_MrshVl_CH1,5631.00000,0.,1,060585_CH1,1,0600585.01,6.4,NA,0,26,NA,Diversion         0,.0     0,.0,0,9999  Test,0600585.01-6.4
0. 0. 0,. 0. 999.9 999.9 999.9 0. 0. 0. 0. 0. 9,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060585_CH.02,Louis_MrshVl_CH1_Acct,5631.00001,1.,1,06LOUIS_I,1,060585_CH1,100,NA,0,28,NA,Diversion         -,1.,5,0,9999  Test,060585_CH1-100
060585_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060585_CH.03,Louis_MrshVl_CH1_Acct,5631.00002,1.,1,06LOUIS_O,1,060585_CH1,100,NA,0,28,NA,Diversion         -,1.,5,0,9999  Test,060585_CH1-100
060585_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060585_CH.04,Louis_MrshVl_CHG1_Empty,5631.00020,0.,1,0600585,0,060585_CH1,0,NA,0,29,NA,NA                0,.0,0,0,9999  Test,060585_CH1
060575_CH.01,EastBo_CH_Rt1,4474.00000,0.,1,060575_CHT1,1,0600575.01      8,9.7,NA,0,26,NA,Diversion         0,.0     0,.0,0,9999  Test,0600575.01      8-9.7
0. 0. 0.,9999.0 9999.0 9999.0 9999.0 9999.0 999,9.0 9999.0 0. 0.,9999.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060575_CL.01,EastBo_Louis_CHLim,1.00000,0.,1,NA,1,060575_CHL1,1,0,0,47,NA,Diversion,0,1,0,9999  Test,060575_CHL1-1
0. 0. 0.,2.0 8.0 11.0 11.0 8.0 3.0 1.0 0. 0. 41,.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060575_CL.02,EastBo_Xcel__CHLim,1.00000,0.,1,NA,1,060575_CHL2,1,0,0,47,NA,Diversion,0,1,0,9999  Test,060575_CHL2-1
0. 0. 0.,9999.0 9999.0 9999.0 9999.0 9999.0 999,9.0 9999.0 0. 0.,1512.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060575_CH.02,EastBoulder_Split_Rt1,4474.00001,0.,1,060575_CH1,1.6,060575_CHT1,1,NA,0,46,NA,Diversion,0,3,0,9999  Test,060575_CHT1-1
060575_CH.03,EastBoDitch_Louis,4474.00002,1.,1,06LOUIS_I,1,060575_CH1,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060575_CH1-100
060575_,CL.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060575_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060575_CH.04,EastBoDitch_Louis,4474.00003,1.,1,06LOUIS_O,1,060575_CH1,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060575_CH1-100
060575_,CL.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060575_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060575_CH.05,EastBoDitch_Xcel,40740.38102,1.,1,06_VALMT,1,060575_CH2,100,NA,0,27,NA,Diversion,-1,7,0,9999  Test,060575_CH2-100
060575_C,L.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060575_C,H.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060575_CH.06,EastBoDitch_CHT1_Empty,4474.00020,0.,1,0600575,0,060575_CHT1,0,NA,0,29,NA,NA                0,.0,0,0,9999  Test,060575_CHT1
060575_CH.07,EastBoDitch_CH1_Empty,4474.00020,0.,1,0600575,0,060575_CH1,0,NA,0,29,NA,NA                0,.0,0,0,9999  Test,060575_CH1
060575_CH.08,EastBoDitch_CS1_Empty,4474.00020,0.,1,0600575,0,060575_CS1,0,NA,0,29,NA,NA                0,.0,0,0,9999  Test,060575_CS1
060575_CH.09,EastBoDitch_CH2_Empty,40740.38103,0.,1,0600575,0,060575_CH2,0,NA,0,29,NA,NA                0,.0,0,0,9999  Test,060575_CH2
060564_CH.01,SoBoCC_CH_Rt1,8188.00000,0.,1,060564_CHT1,1,0600564_D.05,100,NA,0,26,NA,Diversion         0,.0     0,.0,0,9999  Test,0600564_D.05-100
0. 0. 0.,9999. 9999. 9999. 9999. 9999. 9999. 99,99. 0. 0. 99999.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060564_CL.01,SoBoCC_Louis_CHLim1,1.00000,0.,1,NA,1,060564_CHL1,1,0,0,47,NA,Diversion,0,1,0,9999  Test,060564_CHL1-1
0. 0. 0,. 999.9 999.9 999.9 999.9 999.9 999.9 9,99.9 0. 0. 283.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060564_CH.02,SoBoCCDitch_Split_Rt1,8188.00001,0.,1,060564_CHI1     8,7.4,060564_CHT1,1,NA,0,46,NA,Diversion,0,3,0,9999  Test,060564_CHT1-1
060564_CH.03,SoBoCCDitch_CH1_Irr,8188.00002,1.,1,0600564_I,1,060564_CHI1,100,NA,0,27,NA,Diversion,-1,5,0,9999  Test,060564_CHI1-100
060564_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060564_CH.04,SoBoCCDitch_Louis_1,8188.00002,1.,1,06LOUIS_I,1,060564_CH1,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060564_CH1-100
060564_,CL.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060564_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060564_CH.05,SoBoCCDitch_Louis_1,8188.00002,1.,1,06LOUIS_O,1,060564_CH1,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060564_CH1-100
060564_,CL.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060564_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060564_CH.21,SoBoCCDitch_CHT1_Empty,8188.00020,0.,1,0600564,0,060564_CHT1,0,NA,0,29,NA,NA                0,.0,0,0,9999  Test,060564_CHT1
060564_CH.22,SoBoCCDitch_CHI1_Empty,8188.00020,0.,1,0600564,0,060564_CHI1,0,NA,0,29,NA,NA                0,.0,0,0,9999  Test,060564_CHI1
060564_CH.23,SoBoCCDitch_CH1_Empty,8188.00020,0.,1,0600564,0,060564_CH1,0,NA,0,29,NA,NA                0,.0,0,0,9999  Test,060564_CH1
060564_CH.24,SoBoCCDitch_CS1_Empty,8188.00020,0.,1,0600564,0,060564_CS1,0,NA,0,29,NA,NA                0,.0,0,0,9999  Test,060564_CS1
060501_CH.01,Anders_CH_Rt1,3927.00000,0.,1,060501_CHT1,1,0600501.01,100,NA,0,26,NA,Diversion         0,.0     0,.0,0,9999  Test,0600501.01-100
0. 0. 0,. 9999. 9999. 9999. 9999. 9999. 9999. 9,999. 0. 0. 99999.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_CL.01,Anders_Boldr_CHLim1,1.00000,0.,1,NA,1,060501_CHL1,1,0,0,47,NA,Diversion,0,1,0,9999  Test,060501_CHL1-1
0. 0. 0,. 0. 49.8 100.0 100.2 75.0 55.3 0. 0. 0,. 380.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_CL.02,Anders_Boldr_CHLim2,1.00000,0.,1,NA,1,060501_CHL2,1,0,0,47,NA,Diversion,0,1,0,9999  Test,060501_CHL2-1
0. 0. 0,. 0. 999.9 999.9 999.9 999.9 999.9 0. 0,. 0. 9999.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_CL.03,Anders_Boldr_CHLim3,1.00000,0.,1,NA,1,060501_CHL3,1,0,0,47,NA,Diversion,0,1,0,9999  Test,060501_CHL3-1
0. 0. 0,. 0. 16.0 32.7 62.6 24.6 17.9 0. 0. 0.,124.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_CH.02,AndersDitch_Split_Rt1,3927.00001,0.,1,060501_CHI1     4,4,060501_CHT1,1,NA,0,46,NA,Diversion,0,4,0,9999  Test,060501_CHT1-1
060501_CH.03,AndersDitch_CH1_Irr,3927.00002,1.,1,0600501_I,1,060501_CHI1,100,NA,0,27,NA,Diversion,-1,5,0,9999  Test,060501_CHI1-100
060501_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_CH.04,AndersDitch_BOU_I_1,3927.00002,1.,1,06BOULDER_I,1,060501_CH1,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060501_CH1-100
060501_,CL.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_CH.05,AndersDitch_BOU_O_1,3927.00002,1.,1,06BOULDER_O,1,060501_CH1,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060501_CH1-100
060501_,CL.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_CH.06,AndersDitch_BOU_I_2,3927.00002,1.,1,06BOULDER_I,1,060501_CH2,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060501_CH2-100
060501_,CL.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_CH.07,AndersDitch_BOU_O_2,3927.00002,1.,1,06BOULDER_O,1,060501_CH2,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060501_CH2-100
060501_,CL.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_CH.08,AndersDitch_MSF_A,3927.00003,0.,1,0602125,1,060501_CH3,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060501_CH3-100
060501_,CL.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_CH.09,AndersDitch_MSF_BU,3927.00004,0.,1,0602124_U,1,060501_CH3,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060501_CH3-100
060501_,CL.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_CH.10,AndersDitch_MSF_BL,3927.00005,0.,1,0602124_L,1,060501_CH3,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060501_CH3-100
060501_,CL.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_CH.11,AndersDitch_MSF_C,3927.00006,0.,1,0602100,1,060501_CH3,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060501_CH3-100
060501_,CL.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_CH.12,Anders_BkPL_BOU_I_3,3927.00010,1.,1,06BOULDER_I,1,060501_CH3,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060501_CH3-100
060501_,CL.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_CH.13,Anders_BkPL_BOU_O_3,3927.00010,1.,1,06BOULDER_O,1,060501_CH3,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060501_CH3-100
060501_,CL.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_CH.14,Anders_NBPL_BOU_I_3,3927.00011,1.,1,06BOULDER_I,1,060501_CH3,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060501_CH3-100
060501_,CL.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_CH.15,Anders_NBPL_BOU_O_3,3927.00011,1.,1,06BOULDER_O,1,060501_CH3,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060501_CH3-100
060501_,CL.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060501_CH.21,AndersDitch_CHT1_Empty,3927.00020,0.,1,0600501,0,060501_CHT1,0,NA,0,29,NA,NA                0,.0,0,0,9999  Test,060501_CHT1
060501_CH.22,AndersDitch_CHI1_Empty,3927.00020,0.,1,0600501,0,060501_CHI1,0,NA,0,29,NA,NA                0,.0,0,0,9999  Test,060501_CHI1
060501_CH.23,AndersDitch_CH1_Empty,3927.00020,0.,1,0600501,0,060501_CH1,0,NA,0,29,NA,NA                0,.0,0,0,9999  Test,060501_CH1
060501_CH.24,AndersDitch_CH2_Empty,3927.00020,0.,1,0600501,0,060501_CH2,0,NA,0,29,NA,NA                0,.0,0,0,9999  Test,060501_CH2
060501_CH.25,AndersDitch_CH3_Empty,3927.00020,0.,1,0600501,0,060501_CH3,0,NA,0,29,NA,NA                0,.0,0,0,9999  Test,060501_CH3
060525_CH.01,Farmer_CH_Rt1,4657.00000,0.,1,060525_CHT1,1,0600525.01      4,2.5,NA,0,26,NA,Diversion         0,.0     0,.0,0,9999  Test,0600525.01      4-2.5
0. 0. 0,. 0. 1770.9 1713.7 1770.9 1770.9 1713.7,1770.9 0. 0. 208,50.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060525_CL.01,Farmer_Bou_CHLim1,1.00000,0.,1,NA,1,060525_CHL1,1,0,0,47,NA,Diversion,0,1,0,9999  Test,060525_CHL1-1
0. 0. 0,. 0. 396.0 725.0 748.0 655.0 284.0 0. 0,. 0. 2165.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060525_CL.02,Farmer_Bou_CHLim2,1.00000,0.,1,NA,1,060525_CHL2,1,0,0,47,NA,Diversion,0,1,0,9999  Test,060525_CHL2-1
0. 0. 0,. 0. 999.9 999.9 999.9 999.9 999.9 0. 0,. 0. 9999.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060525_CH.02,FarmerDitch_Split_Rt1,4657.00001,0.,1,060525_CH1      4,2.1,060525_CHT1,1,NA,0,46,NA,Diversion,0,4,0,9999  Test,060525_CHT1-1
060525_CH.04,FarmerDitch_MSF_C,4657.00002,0.,1,0602100,1,060525_CH1,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060525_CH1-100
060525_,CL.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060525_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060525_CH.05,FarmerDitch_BOU_I_1,4657.00004,1.,1,06BOULDER_I,1,060525_CH1,100,NA,0,27,NA,Diversion,-1,7,0,9999  Test,060525_CH1-100
060525_,CL.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060525_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060525_CH.06,FarmerDitch_BOU_O_1,4657.00004,1.,1,06BOULDER_O,1,060525_CH1,100,NA,0,27,NA,Diversion,-1,7,0,9999  Test,060525_CH1-100
060525_,CL.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060525_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060525_CH.07,Farmer_BkPL_BOU_I_2,4657.00002,1.,1,06BOULDER_I,1,060525_CH2,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060525_CH2-100
060525_,CL.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060525_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060525_CH.08,Farmer_BkPL_BOU_O_2,4657.00002,1.,1,06BOULDER_O,1,060525_CH2,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060525_CH2-100
060525_,CL.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060525_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060525_CH.09,Farmer_NBPL_BOU_I_2,4657.00003,1.,1,06BOULDER_I,1,060525_CH2,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060525_CH2-100
060525_,CL.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060525_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060525_CH.10,Farmer_NBPL_BOU_O_2,4657.00003,1.,1,06BOULDER_O,1,060525_CH2,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060525_CH2-100
060525_,CL.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060525_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060525_CH.21,FarmerDitch_CHT1_Empty,4657.00020,0.,1,0600525,0,060525_CHT1,0,NA,0,29,NA,NA                0,.0,0,0,9999  Test,060525_CHT1
060525_CH.22,FarmerDitch_CH1_Empty,4657.00020,0.,1,0600525,0,060525_CH1,0,NA,0,29,NA,NA                0,.0,0,0,9999  Test,060525_CH1
060525_CH.23,FarmerDitch_CS1_Empty,4657.00020,0.,1,0600525,0,060525_CS1,0,NA,0,29,NA,NA                0,.0,0,0,9999  Test,060525_CS1
060525_CH.24,FarmerDitch_CH2_Empty,4657.00020,0.,1,0600525,0,060525_CH2,0,NA,0,29,NA,NA                0,.0,0,0,9999  Test,060525_CH2
060525_CH.25,FarmerDitch_CS2_Empty,4657.00020,0.,1,0600525,0,060525_CS2,0,NA,0,29,NA,NA                0,.0,0,0,9999  Test,060525_CS2
060554_CH.01,SmthGs_CH_Rt1,3606.00000,0.,1,060554_CHT1,1,0600554.01,1.5,NA,0,26,NA,Diversion         0,.0     0,.0,0,9999  Test,0600554.01-1.5
0. 0. 0,. 26.8 27.7 26.8 27.7 27.7 26.8 27.7 0.,0. 325.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060554_CL.01,SmthGs_Ned_CHLim1,1.00000,0.,1,NA,1,060554_CHL1,1,0,0,47,NA,Diversion,0,1,0,9999  Test,060554_CHL1-1
0. 0. 0,. 0. 999.9 999.9 999.9 999.9 999.9 999.,9 0. 0. 9999.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060554_CH.02,SmthGsDitch_Split_Rt1,3606.00001,0.,1,060554_CH1      8,0,060554_CHT1,1,NA,0,46,NA,Diversion,0,4,0,9999  Test,060554_CHT1-1
060554_CH.04,SmthGs_BkPL_BOU_I_1,3606.00004,1.,1,06BOULDER_I,1,060554_CH1,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060554_CH1-100
060554_,CL.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060554_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060554_CH.05,SmthGs_BkPL_BOU_O_1,3606.00004,1.,1,06BOULDER_O,1,060554_CH1,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060554_CH1-100
060554_,CL.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060554_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060554_CH.06,SmthGs_NBPL_BOU_I_1,3606.00005,1.,1,06BOULDER_I,1,060554_CH1,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060554_CH1-100
060554_,CL.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060554_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060554_CH.07,SmthGs_NBPL_BOU_O_1,3606.00005,1.,1,06BOULDER_O,1,060554_CH1,100,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060554_CH1-100
060554_,CL.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060554_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060554_CH.08,SmthGsDitch_MSF_A,3606.00005,0.,1,0602125,1,060554_CH2     10,0,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060554_CH2     10
060554_,CL.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060554_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060554_CH.09,SmthGsDitch_MSF_BU,3606.00004,0.,1,0602124_U,1,060554_CH2     10,0,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060554_CH2     10
060554_,CL.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060554_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060554_CH.10,SmthGsDitch_MSF_BL,3606.00003,0.,1,0602124_L,1,060554_CH2     10,0,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060554_CH2     10
060554_,CL.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060554_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060554_CH.11,SmthGsDitch_MSF_C,3606.00002,0.,1,0602100,1,060554_CH2     10,0,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060554_CH2     10
060554_,CL.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060554_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060554_CH.12,SmthGs_BkPL_BOU_I_2,3606.00004,1.,1,06BOULDER_I,1,060554_CH2     10,0,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060554_CH2     10
060554_,CL.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060554_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060554_CH.13,SmthGs_BkPL_BOU_O_2,3606.00004,1.,1,06BOULDER_O,1,060554_CH2     10,0,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060554_CH2     10
060554_,CL.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060554_,CH.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
060554_CH.14,SmthGs_NBPL_BOU_I_2,3606.00005,1.,1,06BOULDER_I,1,060554_CH2     10,0,NA,0,28,NA,Diversion,-1,7,0,9999  Test,060554_CH2     10
060554_,CL.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
